"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","01235","Hinsdale","MA","Pittsfield, MA","""Pittsfield, MA""",,0.582934156044491,100,,,199500,-0.200100050025012,-1.28649183572489,0.00204511278195496,,0.0981481481481481,0.0566037735849057,
"Zip","01237","Lanesboro","MA","Pittsfield, MA","""Pittsfield, MA""",,1.11796703742795,100,,,211800,-0.282485875706215,-0.610042233693102,0.00147780925401331,,0.111617312072893,0.0204081632653061,
"Zip","01238"," Lee","MA","Pittsfield, MA","""Pittsfield, MA""",,0.587805472111716,100,,,223500,-0.134048257372654,0.404312668463612,0.0022147651006712,,0.0930599369085174,0.0847457627118644,
"Zip","01240"," Lenox","MA","Pittsfield, MA","""Pittsfield, MA""",,2.14500284160104,83.33,,,313200,0.481231953801732,-1.94113963681904,0.00214240102171126,,0.0740103270223752,0.0232558139534884,
"Zip","01245","Monterey","MA","Pittsfield, MA","""Pittsfield, MA""",,1.92660550458716,,,,423400,-1.07476635514019,1.14667940754897,0.00703589985829001,,0.0714285714285714,0,
"Zip","01247","North Adams","MA","Pittsfield, MA","""Pittsfield, MA""",,0.258179751562881,50,,,130800,-0.0763941940412529,2.9110936270653,-0.00123853211009173,,0.13007614213198,0.0439024390243902,
"Zip","01253","Otis","MA","Pittsfield, MA","""Pittsfield, MA""",,3.34009905009337,100,,,288200,-0.345781466113416,-0.825877494838266,0.000881332408049884,,0.0208333333333333,0,
"Zip","01254","Richmond","MA","Pittsfield, MA","""Pittsfield, MA""",,3.17122675976293,100,,,348400,0.0861821315713875,2.65173836181497,0.0115901262916189,,0.0944206008583691,0,
"Zip","01255","Sandisfield","MA","Pittsfield, MA","""Pittsfield, MA""",,0.401883575545993,100,,,252800,0,-0.784929356357928,0.00399525316455707,,0.0963855421686747,0.25,
"Zip","01257","Sheffield","MA","Pittsfield, MA","""Pittsfield, MA""",,3.14037509133718,100,,,252100,-0.237435694499406,-1.21473354231975,-0.00219754065846889,,0.0432098765432099,0,
"Zip","01262","Stockbridge","MA","Pittsfield, MA","""Pittsfield, MA""",,1.88113988795973,100,,,352900,-0.647522522522523,-8.29002079002079,-0.0143978464154151,,0.0666666666666667,0,
"Zip","01266","West Stockbridge","MA","Pittsfield, MA","""Pittsfield, MA""",,1.56288057156775,75,,,364100,-1.64775796866559,-5.20697734964853,0.0119637462235649,,0.0460526315789474,0,
"Zip","01267"," Williamstown","MA","Pittsfield, MA","""Pittsfield, MA""",,2.9227896403345,100,,,258500,0.505443234836703,-1.67364016736402,-0.00394970986460352,,0.089242053789731,0.0136986301369863,
"Zip","01270","Windsor","MA","Pittsfield, MA","""Pittsfield, MA""",,1.65543557684501,,,,191400,-0.880372863801139,-1.28932439401753,0.00388714733542317,,0.0684931506849315,0,
"Zip","01301","Greenfield","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.565884549809207,100,,,160300,-2.19646125686394,-7.34104046242775,,,0.0839580209895052,0.0714285714285714,
"Zip","01330","Ashfield","MA","Greenfield Town, MA","""Greenfield Town, MA""",,2.97718600308517,100,,,227800,-2.35747963994856,-7.62368207623682,,,0.0655737704918033,0,
"Zip","01331"," Athol","MA","Worcester, MA","""Worcester, MA-CT""",,1.62701956645287,87.5,,9.4972,160400,-0.12453300124533,6.22516556291391,0.0394139650872818,,0.117444717444717,0.175732217573222,
"Zip","01337","Bernardston","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.448972964195827,100,,13.8735,196300,-2.24103585657371,-5.89645254074784,,,0.0712328767123288,0.0769230769230769,
"Zip","01338","Ashfield","MA","Greenfield Town, MA","""Greenfield Town, MA""",,1.21133392871641,100,,,211200,-2.08623087621697,-1.94986072423398,,,0.0405405405405405,0.166666666666667,
"Zip","01340","Colrain","MA","Greenfield Town, MA","""Greenfield Town, MA""",,3.45051554761711,100,,,186200,-1.63761225567882,-4.75703324808184,,,0.0575916230366492,0,
"Zip","01341","Conway","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.309328570268734,100,,,253300,-1.97368421052632,-7.85740269188796,,,0.0915750915750916,0.12,
"Zip","01351","Montague","MA","Greenfield Town, MA","""Greenfield Town, MA""",,2.19290411626208,66.67,,,207100,-1.75521821631879,-3.17905563347359,,,0.0484848484848485,0,
"Zip","01354","Gill","MA","Greenfield Town, MA","""Greenfield Town, MA""",,1.99723958756191,0,,,197600,-2.22662048490846,-6.30630630630631,,,0.0305676855895196,0,
"Zip","01360"," Northfield","MA","Greenfield Town, MA","""Greenfield Town, MA""",,1.02054071608346,100,,38.7597,201100,-1.85456320156174,-4.78219696969697,,,0.0541176470588235,0.0434782608695652,
"Zip","01364"," Orange","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.12503044572542,100,,13.4594,143500,-1.1026878015162,-4.33333333333333,,,0.108056872037915,0.175438596491228,
"Zip","01366","Petersham","MA","Worcester, MA","""Worcester, MA-CT""",,0.404319233579605,,,131.5789,274300,-0.254545454545455,-0.938967136150235,0.0196500182282173,,0.0558659217877095,0.1,
"Zip","01368","Royalston","MA","Worcester, MA","""Worcester, MA-CT""",,4.04562799382967,,,94.3396,196900,0.561797752808989,8.24628916987356,0.0356323006602337,,0.124423963133641,0.037037037037037,
"Zip","01370","Shelburne","MA","Greenfield Town, MA","""Greenfield Town, MA""",,1.33392871640822,100,,,227500,-1.64288802421098,-2.2766323024055,,,0.0276497695852535,0.166666666666667,
"Zip","01373","South Deerfield","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.22976374117074,66.67,,,243500,-1.7749092375958,-4.69667318982387,,,0.0791788856304985,0.0555555555555556,
"Zip","01375","Sunderland","MA","Greenfield Town, MA","""Greenfield Town, MA""",,1.52066249898514,100,,,267400,-2.37312887915298,-7.28155339805825,,,0.0472222222222222,0.0588235294117647,
"Zip","01376","Turners Falls","MA","Greenfield Town, MA","""Greenfield Town, MA""",,0.303645368190306,100,,,151900,-2.69058295964126,-9.42158616577221,,,0.0888888888888889,0.138888888888889,
"Zip","01420","Fitchburg","MA","Worcester, MA","""Worcester, MA-CT""",,3.45295120565073,100,,10.2298,191600,0.630252100840336,7.64044943820225,0.0417745302713988,,0.152378592666006,0.0959349593495935,
"Zip","01430","Ashburnham","MA","Worcester, MA","""Worcester, MA-CT""",,5.24721929041163,100,,,244700,0.865622423742786,4.21635434412266,0.0360237024928485,,0.0756159728122345,0.157303370786517,
"Zip","01431","Ashby","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,3.15661281156126,,,,263400,-0.566251415628539,4.9820645675568,0.0413439635535306,,0.0697674418604651,0.128205128205128,
"Zip","01432"," Ayer","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,5.03450515547617,33.33,,,304100,1.9443513241703,6.77668539325843,0.0339986846432094,,0.0805084745762712,0.0736842105263158,
"Zip","01440","Gardner","MA","Worcester, MA","""Worcester, MA-CT""",,2.02565559795405,87.5,,11.4897,180900,0.388457269700333,5.35818287711124,0.036727473742399,,0.120382442416341,0.11913357400722,
"Zip","01450","Groton","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,3.57229844929772,88.89,,,464400,0.0862068965517241,2.62983425414365,0.0243583118001722,,0.0385259631490787,0.0434782608695652,
"Zip","01451","Harvard","MA","Worcester, MA","""Worcester, MA-CT""",,5.10513923845092,83.33,,,599400,1.38700947225981,-2.18668407310705,0.0237871204537872,,0.0379596678529063,0.03125,
"Zip","01452","Hubbardston","MA","Worcester, MA","""Worcester, MA-CT""",,5.18632783957132,100,,14.9725,267300,0.187406296851574,5.73575949367089,0.0351926674148897,,0.0694597574421169,0.0158730158730159,
"Zip","01453","Leominster","MA","Worcester, MA","""Worcester, MA-CT""",,4.25103515466428,80,,5.2854,247700,0.650142218610321,7.04407951598963,0.0395316915623738,,0.0988669590643275,0.0573012939001848,
"Zip","01460","Littleton","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,6.23122513599091,100,,,470400,-0.106179655977915,6.30508474576271,0.0317942176870749,,0.0350564468211527,0.0338983050847458,
"Zip","01462"," Lunenburg","MA","Worcester, MA","""Worcester, MA-CT""",,5.50052772590728,100,,4.3514,300200,0.434928069588491,7.09953621120228,0.0343737508327782,,0.0583596214511041,0.0720720720720721,
"Zip","01463"," Pepperell","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,4.91353413980677,66.67,,,342900,0.233849751534639,7.86410821012897,0.0358180227471565,,0.0536458333333333,0.058252427184466,
"Zip","01464"," Shirley","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,3.27108873914102,66.67,,,315700,-0.0633111744222855,9.58000694203402,0.0351504592968008,,0.0766703176341731,0.0857142857142857,
"Zip","01468","Templeton","MA","Worcester, MA","""Worcester, MA-CT""",,1.72850531785337,100,,93.4579,207000,-0.480769230769231,4.91637100861632,0.0369082125603866,,0.0888382687927107,0.102564102564103,
"Zip","01469"," Townsend","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,5.70999431679792,100,,,274100,0.402930402930403,5.70767450829155,0.0330426851514045,,0.05895865237366,0.0649350649350649,
"Zip","01473","Westminster","MA","Worcester, MA","""Worcester, MA-CT""",,4.12032150686044,81.82,,13.6407,280900,0.861759425493716,7.6657723265619,0.042438590245639,,0.085166784953868,0.1,
"Zip","01474"," Townsend","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",,6.87911017293172,100,,,282200,0.213068181818182,8.28856485034536,0.0357618710134657,,0.0616966580976864,0.0416666666666667,
"Zip","01475"," Winchendon","MA","Worcester, MA","""Worcester, MA-CT""",,5.61662742550946,100,,,203100,0.49480455220188,13.2738427216955,0.0380699162973905,,0.110888443553774,0.144578313253012,
"Zip","01501","Auburn","MA","Worcester, MA","""Worcester, MA-CT""",,5.95843143622635,93.75,,,257000,0.744805958447668,5.80485796624125,0.0341712062256809,,0.0850550964187328,0.048582995951417,
"Zip","01503","Berlin","MA","Worcester, MA","""Worcester, MA-CT""",,2.74498660388082,,,,400400,-0.0249687890137328,2.9041377537908,0.028464035964036,,0.0622317596566524,0.0689655172413793,
"Zip","01504","Blackstone","MA","Worcester, MA","""Worcester, MA-CT""",,3.71113095721361,100,,,280200,0.0714285714285714,5.69596378725009,0.0346431120628123,,0.0798376184032476,0.11864406779661,
"Zip","01505","Boylston","MA","Worcester, MA","""Worcester, MA-CT""",,4.39311520662499,100,,,372600,0.242130750605327,4.39899131409358,0.0332393988191089,,0.0664961636828644,0.0769230769230769,
"Zip","01506","Brookfield","MA","Worcester, MA","""Worcester, MA-CT""",,0.322318746447999,100,,64.9351,213000,-0.234192037470726,-1.38888888888889,0.00896713615023481,,0.0891304347826087,0.0731707317073171,
"Zip","01507","Charlton","MA","Worcester, MA","""Worcester, MA-CT""",,3.37095071851912,100,,5.6706,297900,0.134453781512605,3.00829875518672,0.0367035918093319,,0.0655296229802514,0.0821917808219178,
"Zip","01510","Clinton","MA","Worcester, MA","""Worcester, MA-CT""",,4.10164812860274,100,,8.0581,265400,0.264450321118247,8.14995925020375,0.0330105501130369,,0.112492933860938,0.0351758793969849,
"Zip","01515"," East Brookfield","MA","Worcester, MA","""Worcester, MA-CT""",,2.23268653081107,,,35.9737,236500,0.169419737399407,6.29213483146067,0.0345539112050739,,0.0906432748538012,0.0967741935483871,
"Zip","01516","Douglas","MA","Worcester, MA","""Worcester, MA-CT""",,5.07915888609239,100,,13.7772,322100,1.3530522341095,6.0586104708594,0.0335920521577151,,0.0658064516129032,0.0882352941176471,
"Zip","01518","Fiskdale","MA","Worcester, MA","""Worcester, MA-CT""",,3.4878623041325,75,,,311400,0.322164948453608,3.93858477970628,0.0376750160565189,,0.0928270042194093,0.0454545454545455,
"Zip","01519","Grafton","MA","Worcester, MA","""Worcester, MA-CT""",,4.7381667613867,83.33,,12.4844,415000,0.0482160077145612,9.46979688736481,0.0419566265060241,,0.0649960845732185,0.036144578313253,
"Zip","01520","Holden","MA","Worcester, MA","""Worcester, MA-CT""",,5.51270601607534,100,,,302500,0.23194168323393,5.29063696484511,0.0346314049586778,,0.0521131236097871,0.0670731707317073,
"Zip","01521"," Holland","MA","Springfield, MA","""Springfield, MA""",,3.91329057400341,100,,6.661,218800,0.183150183150183,11.9754350051177,0.0352833638025594,,0.0955165692007797,0.122448979591837,
"Zip","01522","Holden","MA","Worcester, MA","""Worcester, MA-CT""",,5.03531704148738,50,,,301500,0.802407221664995,5.86376404494382,0.0376882255389719,,0.0597014925373134,0.075,
"Zip","01523","Lancaster","MA","Worcester, MA","""Worcester, MA-CT""",,2.56474790939352,100,,10.2746,313300,0.0638773554774832,0.545571245186136,0.0350462815193107,,0.0766456266907123,0.0470588235294118,
"Zip","01524","Leicester","MA","Worcester, MA","""Worcester, MA-CT""",,1.75692132824551,100,,17.2102,248600,-0.280786201363819,1.38662316476346,0.0405792437650845,,0.0846702317290552,0.0842105263157895,
"Zip","01527","Millbury","MA","Worcester, MA","""Worcester, MA-CT""",,3.51871397255825,100,,4.3903,274200,0.0364830353885443,3.6281179138322,0.0372793581327497,,0.0783715012722646,0.0649350649350649,
"Zip","01529","Millville","MA","Worcester, MA","""Worcester, MA-CT""",,4.30218397337014,100,,,308200,-0.0324359390204346,6.79140679140679,0.039308890330954,,0.0761061946902655,0.13953488372093,
"Zip","01532"," Northborough","MA","Worcester, MA","""Worcester, MA-CT""",,3.26215799301778,81.82,,,420100,-0.261158594491928,4.63262764632628,0.030737919542966,,0.0515309932785661,0.0507246376811594,
"Zip","01534","Northbridge","MA","Worcester, MA","""Worcester, MA-CT""",,4.12356905090525,100,,,334300,0.3000300030003,4.24072341752417,0.0311187556087347,,0.0671140939597315,0.0857142857142857,
"Zip","01535"," North Brookfield","MA","Worcester, MA","""Worcester, MA-CT""",,5.11812941463019,100,,,227500,0.530269553689792,8.59188544152745,0.0353362637362638,,0.0967741935483871,0.144927536231884,
"Zip","01536","Grafton","MA","Worcester, MA","""Worcester, MA-CT""",,3.34821791020541,50,,,321800,0.124455507156192,6.09957138147049,0.0350683654443753,,0.0783744557329463,0.0462962962962963,
"Zip","01537"," Oxford","MA","Worcester, MA","""Worcester, MA-CT""",,3.71275472923602,100,,44.2645,207600,0.923675255226057,11.0160427807487,0.0373073217726396,,0.171875,0.0909090909090909,
"Zip","01540"," Oxford","MA","Worcester, MA","""Worcester, MA-CT""",,4.38012503044573,85.71,,,242200,0.958732805335557,4.80311553440069,0.0337613542526838,,0.0881612090680101,0.0914285714285714,
"Zip","01541","Princeton","MA","Worcester, MA","""Worcester, MA-CT""",,8.0636518632784,100,,,373000,0.593311758360302,4.65768799102132,0.034857908847185,,0.0629370629370629,0,
"Zip","01542","Leicester","MA","Worcester, MA","""Worcester, MA-CT""",,2.85377932938215,100,,,251400,0,1.00441944556047,0.0391686555290374,,0.0730897009966777,0.136363636363636,
"Zip","01543","Rutland","MA","Worcester, MA","""Worcester, MA-CT""",,7.80953154177153,100,,,298200,1.15332428765265,5.74468085106383,0.0324279007377599,,0.0698576972833118,0.0277777777777778,
"Zip","01545","Shrewsbury","MA","Worcester, MA","""Worcester, MA-CT""",,5.17090200535845,100,,,403000,0.248756218905473,3.62561069683723,0.0303970223325063,,0.0674442190669371,0.0325814536340852,
"Zip","01550"," Southbridge","MA","Worcester, MA","""Worcester, MA-CT""",,5.96005520824876,,,,192000,0.840336134453782,8.7202718006795,0.0426093750000001,,0.11651728553137,0.159340659340659,
"Zip","01560","Grafton","MA","Worcester, MA","""Worcester, MA-CT""",,4.55305675083218,50,,,355400,0.225606316976875,5.05468519065918,0.0340067529544175,,0.0918220946915351,0,
