"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"10467","New York","NY","New York","Bronx",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.298373527762,188.260340632603,187.5,190.716207602339,184.655197609846,185.064175190196,191.015625,195.344732920229,198.801159245862,209.731351444687,196.561534806367,196.561534806367,196.07643402987,196.311475409836,188.026474127557,213.319088319088,217.588325652842,216.412213740458,214.427379490265,215.534856125779,222.413793103448,226.874391431353,229.885135996794,234.146341463415,226.814516129032,234.146341463415,234.260370250938,234.146341463415,246.822033898305,250,260.197225691933,260.557053009883,259.837398373984,252.904807589809,238.961778097292
"11226","New York","NY","New York","Kings",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.332061068702,258.466135458167,253.486055776892,249.252988047809,274.332061068702,255.482456140351,281.879432624113,266.110591900312,294.204278266203,296.099101027397,281.132936585113,260.510039747807,278.678791317321,272.279819750473,317.727272727273,344.387755102041,310.495832423382,309.302325581395,305.45229379918,331.305309734513,344.566872362839,382.015306122449,375.264728532923,368.514150943396,382.015306122449,390.13671875,390.13671875,392.066420664207,394.736403508772,383.542538354254,400.173993177817,420.576347305389,424.5,423.519895692486,383.756095273818,378.39248434238,369.817143275221,369.817143275221,367.121848739496,383.024604072398,381.433823529412,379.1466294052,387.930603448276,397.177419354839,393.366106937693,402.675248138958,409.75387420237,409.522695225129,407.456672104769,397.154633442544,406.350009804221,398.406374501992
"11235","New York","NY","New York","Kings",3,326.491244071507,327.750410509031,328.117112569409,329.081758140853,337.5,337.49349973999,340.980687248299,338.436791780761,330.046403712297,329.691866524813,325.54347826087,325.271739130435,325,304.946455889852,322.440892653591,324.231182201317,325.520774671682,330.859374134834,335.923913043478,339.712918660287,341.232227488152,341.232227488152,336.844485705444,341.232227488152,337.282780410742,316.576086956522,307.226107226107,315.315315315315,325,325,346.052631578947,335.405271009448,355.185185185185,349.5,349.5,346.643518518519,353.578947368421,352.530214424951,361.111111111111,355.625,357.487922705314,357.487922705314,360.245177911808,366.484423424152,377.967171717172,357.487922705314,353.920515574651,352.30880773362,356,377.777777777778,368.202764976959,381.208791208791,378.571428571429,377.285714285714,378.571428571429,372.976338729763,369.907407407407,363.181818181818,369.178193499622,343.125346198517,370.012358757062,394.762845849802,413.854351687389,385.506003430532,369.81712962963,388.888888888889,399.73728964733,412.487670875551,414.893660408406,417.938166798124,420.259517370501,424.640400250156,423.676776960784,440.303819444444,436.694444444444,448.84211703213,454.575056221889,458.888378502526,448.187689461227,462.91961130742,476.621417797888,482.565379825654,498.243091839769,501.893939393939,489.921612541993,510.582010582011,513.006654567453,509.170085012782,518.421052631579,522.482638888889,518.421052631579,523.77464155732,530.932594644506,500.801282051282,520.14177318437,486.305538648813,488.947368421053,487.626453534933
"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.389797843113,619.308065189426,632.555524318246,656.163434903047,754.716981132075,734.749455337691,770.891150169596,670.536139590347,639.855274144169,631.79347826087,663.672654690619,680.645161290323,732.581967213115,761.772853185596,766.064221187804,724.746865959499,695.341349753114,706.427015250545,716.911764705882
"10462","New York","NY","New York","Bronx",5,205.729166666667,208.253380931765,204.078659435802,201.257759509875,200.989486703772,200.989486703772,202.743902439024,194.444444444444,194.567354965585,193.003618817853,192.294293069057,196.589479953523,194.690265486726,193.003618817853,193.089430894309,190.281030444965,196.037988022721,198.473282442748,184.546615581098,182.8125,191.584967320261,172.619047619048,170.762987012987,171.141774891775,188.346883468835,190.420560747664,193.313953488372,193.313953488372,191.554467564259,187.715449702288,190.092165898618,199.6,209.334133949528,206.666666666667,199.666666666667,202.128255208333,197.933884297521,199.666666666667,205.986511461251,204.299159959537,197.933884297521,204.662004662005,205.880429094715,204.195804195804,212.363085527849,205.222902097902,200.940476190476,204.315476190476,208.319401938711,200.907119432984,200.326573970845,191.422594142259,200.228832951945,200.228832951945,204.761140656519,213.676948051948,217.041800643087,202.433254477864,215.355805243446,222.364681616784,226.26582278481,217.138278388278,217.490842490842,215.539041634909,219.207579672696,220.111214087118,220.329299854016,220.347814835767,215.649541470335,226.961167660362,230.785262719126,238.954344624448,226.859504132231,216.376363636364,230.902777777778,256.028657458467,262.631578947368,264.465662462677,284.765922372103,249.975714840804,260.893246187364,251.459191304526,240.048250904704,242.266080466398,240.326413034052,240.048250904704,236.434108527132,240.048250904704,222.300057884143,224.632352941176,239.391143911439,265.090909090909,291.245791245791,274.147727272727,269.412878787879,286.255411255411,269.987824675325,280.329335016835
"11230","New York","NY","New York","Kings",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.386774193548,583.579881656805,553.994082840237,581.67716917111,580.322580645161,555.970149253731,553.994082840237,555.970149253731,554.982116046984,549.124700994586,549.124700994586,549.124700994586
"11209","New York","NY","New York","Kings",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.020746887967,571.527227376568,548.927998165558,546.109605627306,547.752808988764,542.570534223706,544.347997739159,539.026177760122,536.62109375,539.026177760122,543.762505885122,551.378446115288,566.396761133603,566.396761133603,557.17159870083,529.486386138614,549.474006238859,554.898093359632,587.399403874814,585.454545454545,576.506150615062,572.727272727273,581.666666666667,583.333333333333,586.24213836478
"11212","New York","NY","New York","Kings",8,196.172248803828,197.147861255196,196.428838598287,190.799875505758,186.554111936037,183.141591668082,183.565817411225,187.5,185.608223872073,177.137612283854,179.799874921826,175.681144990666,170.833333333333,165.689024390244,167.583255159475,158.536585365854,170.426829268293,173.727937120794,174.603174603175,168.444444444444,168.116452991453,173.986486486486,172.377517924206,171.606864274571,168.857638888889,166.25,166.666666666667,174.315068493151,174.73063366178,171.826276120851,172.426470588235,163,161.470588235294,161.470588235294,165.950203252033,168.385043041607,169.661116322702,166.666666666667,173.471817495008,175.318761384335,175.139818876831,175.967823026647,177.028708133971,177.923702313946,178.660182350811,181.246091307067,182.800751879699,182.800751879699,186.46408839779,182.692307692308,189.338235294118,201.929060360921,203.252032520325,202.288605454862,201.76553037117,201.599326599327,202.205882352941,201.599326599327,197.485937477727,201.599326599327,211.538461538462,224.906310138762,226.875939414961,223.72528616025,231.810373958099,235.441774696316,237.441714490674,231.321455792683,233.984375,234.090909090909,234.293718293877,228.353658536585,238.387872208437,240.765107212476,240.587044534413,250.255362614913,252.976232443624,248.598130841121,252.083333333333,234.603061587754,242.044845545977,249.6875,256.506849315069,255.72480863256,254.395821551359,264.822453371593,290.025015634772,306.30218700086,296.257604184433,297.512889596696,296.257604184433,297.060662914321,297.060662914321,296.257604184433,303.271028037383,297.060662914321,291.701604594465,300.165845475852
"11214","New York","NY","New York","Kings",9,379.5,373.64384088522,372.320596458528,372.320596458528,377.777777777778,377.777777777778,373.428412436275,370.461353009936,371.014492753623,366.25,361.506682149039,348.271446862996,347.107438016529,347.222222222222,350.583071451836,347.664141414141,347.222222222222,349.206349206349,346.93287037037,339.855442176871,345.070422535211,348.511153198653,354.375896700143,353.030303030303,352.648912394675,349.5,354.799511182167,350.313152400835,353.069069611066,358.056183378163,350.375939849624,350.637316330041,355.087410642966,361.374407582938,361.17189766902,361.17189766902,361.955532237217,366.727591036415,371.9723183391,368.157217491338,363.954698148128,384.605810343818,399.5,395.086133860491,385.514018691589,388.333333333333,392.77961708729,400.271878763549,396.962374870556,399.888335885656,407.456140350877,416.228070175439,436.662679425837,433.319102782192,416.228070175439,429.832949308756,428.214285714286,449.122807017544,460.197368421053,454.545454545455,459.415584415584,464.296590675925,466.06334841629,483.576388888889,466.06334841629,491.608330706833,487.514974279473,482.226609068247,481.017428167687,500,500,497.420781134856,499.023980405559,503.681267474371,521.887626262626,535.38961038961,535.38961038961,535.527690700104,540.909090909091,532.258064516129,528.848330503679,532.258064516129,534.05572755418,556.070435588508,558.523022672303,565.025252525253,565.439455530919,569.754629022663,568.222621184919,600,614.42871936486,609.285706057574,618.258145363409,614.764626403809,614.764626403809,608.041158536585,615.825589370486,606.707317073171
"11229","New York","NY","New York","Kings",10,385.674931129477,374.583333333333,352.380952380952,349.65034965035,335.723560676814,331.853104270315,330.610206543042,341.787562256327,336.618257261411,329.545454545455,325.418490014358,338.095238095238,345.701535907015,338.095238095238,329.509906152242,322.755376344086,318.704761904762,318.704761904762,320.235399905348,318.551834995458,320.870799810696,332.03125,338.095238095238,338.149350649351,324.644225506294,337.012987012987,325,319.232616605149,305.152194211018,315.816326530612,306.873015873016,306.873015873016,307.062881562882,297.982694671918,313.165266106443,311.878845243729,318.0011399772,314.573708525829,330.514705882353,328.536184210526,328.536184210526,336.538461538462,340.909090909091,343.347478030577,350.664383856657,347.168607026144,324.025974025974,341.383732513161,362.5,351.172273190622,350.016024998998,369.319131161236,364.630605531686,361.111111111111,373.186813186813,380.95219047619,366.099893730074,376.818181818182,377.564102564103,371.831998147088,382.331296154826,402.962206332993,393.58668467387,388.186043648229,398.878075155447,417.157306763285,424.592391304348,412.193362193362,418.062200956938,401.985094176947,385.375494071146,386.504234778488,428.571428571429,426.910299003322,442.638465447154,430.633603134505,444.308035714286,468.675197351668,445.378151260504,454.166666666667,448.809523809524,450,467.030423280423,481.952211489578,491.005291005291,493.518270502645,504.544082849165,498.827606234211,481.952211489578,553.542673107891,530.845885177909,541.320822807651,554.812165775401,546.700161127786,532.222222222222,547.856430707876,511.793502447708,499.999615384615
