"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"92241","Desert Hot Springs","CA","Riverside","Riverside",1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500,72500,73750,79000,79900,79000,75250,73500,75900,79000,76000,76000,75900,76900,75450,75900,75500,77500,78500,79250,77250,73000
"93546","Mammoth Lakes","CA",,"Mono",1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317450,309000,352499.5,304450,309000,339000,330000,349900,345000,349900,350000,365250,395000,379450,399000,371950,389000,379000,367450,349700,329000,319000,329000,342000,359000,362500,379000,377000,375000,379900,374900,379900,367000,359000,359000,360000,379000,396000,389000,399000,387000,384500,389000,369450,367900,387000,389000,389000,389000,409000,379000,382000,399500,425000,414500,419500,453250,444500,458250,464000,458000,448500,479000
"34229","Osprey","FL","North Port-Sarasota-Bradenton","Sarasota",1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,304000,304000,309000,292500,285000,291677.5,285000,294497.5,286955,299000,277725,287097.5,287745,274690,270000
"33042","Summerland Key","FL","Key West","Monroe",1259,495000,495000,495000,472450,460000,449000,417000,419000,449000,399450,425000,427000,421500,399949.5,399000,399450,399450,399999,399450,399000,399000,399000,395000,399000,399900,399000,399000,404450,399000,396950,365000,349000,337000,369500,399000,389000,397000,399000,399000,397500,395000,387500,397000,419500,419000,399900,399000,399000,395000,399500,399000,429500,435000,435000,434500,424000,414000,418000,435000,449000,477000,452500,475000,462500,445000,449999.5,478000,486000,464900,495000,495000,489000,460000,457500,479900,489500,534500,489000,479450,499000,489000,479900,489000,499000,499000,499000,499000,499000,539000,539000,544000,549000,549000,499900,512499.5,499450,494450,486950
"34607","Hernando Beach","FL","Tampa","Hernando",1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169700,195900,207450,219900,225000,222450,211500,199900,195450,219000,225450,219500,219000,219000,225000,223000,227000,227000
"10970","Mount Ivy","NY","New York","Rockland",1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176450,189000,189000,189000,189000,189000,190000,190000,2e+05,215000,213500,222000,190000
"32456","Port Saint Joe","FL","Panama City","Gulf",1261,274900,249000,244450,264450,259900,269000,249500,249000,249000,240000,240000,249000,239000,229900,220000,221000,219000,210000,199000,196000,197000,189000,175000,197499.5,189000,215000,199000,196499.5,175000,182450,182400,179000,171450,172950,189000,190000,195000,195350,195000,195000,199900,199900,199900,219000,224950,229000,225000,224950,227000,225000,227000,224900,224900,224900,225450,224950,199749.5,199500,199500,189900,199000,214500,214000,216500,228500,225000,199500,209999,225000,225000,229000,236000,219000,225000,229000,249000,260000,269500,259000,259000,249450,249450,249000,240000,224500,244500,240000,249000,248250,249000,259000,259000,249950,262000,267000,270000,250000,259900
"65065","Osage Beach","MO",,"Camden",1263,145000,144950,142600,139450,129900,129900,129900,129900,129900,129900,129900,129900,129900,129900,129900,129000,129900,124900,129900,129900,126900,126500,129400,127500,127700,127000,125000,124900,124900,124900,124900,124900,124900,124900,121250,122900,124900,124900,125000,124900,124900,124000,124900,125000,124900,121900,123900,124400,125000,124900,123900,123900,119900,122450,120000,122000,122900,124900,124900,124450,120950,119900,120000,120950,119900,117900,116500,115000,119250,119900,119900,127000,124500,124700,125500,125000,122200,124900,121000,119900,124947.5,124947.5,119900,119900,119995,118000,122450,126900,128450,119900,115900,117000,127500,128000,129900,129900,130000,134225
"32134","Fort Mc Coy","FL","Ocala","Marion",1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,87000,91950,94900,94900,79450,75500,75900,69900,73000,74900,74900,74900,74900,76200,76200,77750,72900,75450,86500,87750,79900,79900,78900,79900
"98569","Ocean Shores","WA","Aberdeen","Grays Harbor",1265,,164900,139900,159900,159900,159900,148450,149900,149900,149900,135000,135000,135000,139900,139900,143900,143900,149950,149900,149850,149900,149950,149900,139000,133500,133500,134200,139450,138500,138750,135500,134900,135000,139900,134900,134900,129900,132400,134900,134900,137500,136250,132425,129900,137400,135950,139900,139950,134900,134900,134900,139900,145000,144700,140000,145000,145000,142500,139900,149000,149900,149900,150000,159200,154450,156900,156900,159000,160000,159950,149900,149900,150900,155950,159900,149950,162900,165000,183900,186425,181900,179900,179900,177000,179450,179950,179925,172900,179450,182500,180900,184900,188250,189500,193500,199200,199200,206200
