"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-02-28,6181,"New York","NY","New York","Kings",0,721100,0.00501742160278746,0.0176404177250917,0.13899857842363,0.093743428448706,0.0348990966560301,"2018-02","2018-Q1",721100,0,"2018-02"
2018-02-28,12447,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,671000,0.00599700149925038,0.0213089802130898,0.0892857142857143,0.101398386211211,0.0229469508511304,"2018-02","2018-Q1",671000,0,"2018-02"
2018-02-28,17426,"Chicago","IL","Chicago","Cook",2,220900,-0.000904568068747173,-0.000452488687782805,0.00959780621572212,0.0553976593210661,-0.00981532283758635,"2007-02","2007-Q1",247200,-0.106391585760518,"2005-01"
2018-02-28,13271,"Philadelphia","PA","Philadelphia","Philadelphia",3,147200,0.00409276944065484,0.0229325920778318,0.0936106983655275,0.0569360792039972,0.0209810068151601,"2018-02","2018-Q1",147200,0,"2018-02"
2018-02-28,40326,"Phoenix","AZ","Phoenix","Maricopa",4,227300,0.00441891294741494,0.0120213713268032,0.0938402309913378,0.108184586788803,0.00386442803832154,"2006-07","2006-Q3",245800,-0.0752644426362897,"2005-10"
2018-02-28,18959,"Las Vegas","NV","Las Vegas","Clark",5,247700,0.0139173147769136,0.0342379958246347,0.165647058823529,0.1315896020987,-0.00144187031013454,"2006-07","2006-Q3",298100,-0.169070781616907,"2004-09"
2018-02-28,54296,"San Diego","CA","San Diego","San Diego",6,618200,0.0101307189542484,0.0310206804536358,0.116287468400144,0.0822921736793818,0.0296198639748162,"2018-02","2018-Q1",618200,0,"2018-02"
2018-02-28,38128,"Dallas","TX","Dallas-Fort Worth","Dallas",7,178600,0.00619718309859155,0.0182440136830103,0.0990769230769231,0.127767961225006,0.0405669330586551,"2018-02","2018-Q1",178600,0,"2018-02"
2018-02-28,33839,"San Jose","CA","San Jose","Santa Clara",8,1078300,0.0214075968551672,0.0762551152809662,0.239425287356322,0.131029219919155,0.0530921457968183,"2018-02","2018-Q1",1078300,0,"2018-02"
2018-02-28,25290,"Jacksonville","FL","Jacksonville","Duval",9,166100,0.00727713765918739,0.0355361596009975,0.134562841530055,0.106590942048802,0.000482917746475353,"2006-11","2006-Q4",177600,-0.0647522522522523,"2006-02"
2018-02-28,20330,"San Francisco","CA","San Francisco","San Francisco",10,1289300,0.000698540825830487,0.00852628285356696,0.10783639800653,0.112376026723688,0.0480200141603568,"2018-02","2018-Q1",1289300,0,"2018-02"
2018-02-28,10221,"Austin","TX","Austin","Travis",11,337600,0.00386559619387452,0.0180940892641737,0.078249760459917,0.0963867986307278,0.0454770846563521,"2018-02","2018-Q1",337600,0,"2018-02"
2018-02-28,17762,"Detroit","MI","Detroit","Wayne",12,44600,0.00224719101123596,-0.00223713646532438,0.161458333333333,0.05764760810874,-0.0450260070522379,"2006-01","2006-Q1",78600,-0.432569974554707,
2018-02-28,10920,"Columbus","OH","Columbus","Franklin",13,140400,0.00285714285714286,0.0248175182481752,0.096875,0.0817122652625204,0.0186608731119808,"2018-02","2018-Q1",140400,0,"2018-02"
2018-02-28,32811,"Memphis","TN","Memphis","Shelby",14,84200,0.0144578313253012,0.0420792079207921,0.0604534005037783,0.0515118184645957,-0.0016476772768319,"2007-03","2007-Q1",89700,-0.0613154960981048,"2005-08"
2018-02-28,24043,"Charlotte","NC","Charlotte","Mecklenburg",15,203600,0.0089197224975223,0.0314083080040527,0.12797783933518,0.0832508150076969,0.0240077022487988,"2018-02","2018-Q1",203600,0,"2018-02"
2018-02-28,17933,"El Paso","TX","El Paso","El Paso",16,115700,0,0.0052128583840139,0.0166959578207381,0.00261327606420148,-0.00545093072204972,"2007-12","2007-Q4",123800,-0.0654281098546042,"2006-12"
2018-02-28,44269,"Boston","MA","Boston","Suffolk",17,569500,0.00140671707402849,0.0079646017699115,0.0660801198053164,0.0887298705237438,0.0493486045722387,"2018-02","2018-Q1",569500,0,"2018-02"
2018-02-28,16037,"Seattle","WA","Seattle","King",18,740700,0.00899060073559461,0.0330543933054393,0.180398406374502,0.13462218970054,0.0493614958696369,"2018-02","2018-Q1",740700,0,"2018-02"
2018-02-28,3523,"Baltimore","MD","Baltimore","Baltimore City",19,125500,0.00560897435897436,0.00884244372990354,0.0346248969497115,0.0429525603123804,-0.00212631477458536,"2007-11","2007-Q4",129900,-0.0338722093918399,"2007-02"
2018-02-28,11093,"Denver","CO","Denver","Denver",20,407100,0.0131906421105027,0.0322008113590264,0.0887937951323883,0.114835336787827,0.0621322398977864,"2018-02","2018-Q1",407100,0,"2018-02"
2018-02-28,41568,"Washington","DC","Washington","District of Columbia",21,553600,0.00417195719209142,0.0137337483977294,0.00581395348837209,0.0709835753579773,0.0373924222506288,"2018-02","2018-Q1",553600,0,"2018-02"
2018-02-28,6118,"Nashville","TN","Nashville","Davidson",22,250200,0.0060313630880579,0.0241506344658207,0.127027027027027,0.112986601365635,0.0485085716271549,"2018-02","2018-Q1",250200,0,"2018-02"
2018-02-28,5976,"Milwaukee","WI","Milwaukee","Milwaukee",23,112500,0.00446428571428571,0.0180995475113122,0.0848601735776278,0.0513073077596982,-0.0173366188636448,"2006-04","2006-Q2",136500,-0.175824175824176,"2004-05"
2018-02-28,7481,"Tucson","AZ","Tucson","Pima",24,174700,0.00287026406429392,0.0162885398487493,0.0830750154990701,0.0640174611578794,-0.00736311041537385,"2006-06","2006-Q2",210000,-0.168095238095238,"2005-06"
2018-02-28,13373,"Portland","OR","Portland","Multnomah",25,413300,0.00437424058323208,0.0169783464566929,0.00657574281539211,0.107459181875934,0.0354589770062035,"2018-02","2018-Q1",413300,0,"2018-02"
2018-02-28,33225,"Oklahoma City","OK","Oklahoma City","Oklahoma",26,131900,-0.00377643504531722,-0.00752445447705041,-0.0200594353640416,0.0310498745487509,0.0195335579323044,"2017-03","2017-Q1",135500,-0.0265682656826568,"2016-12"
2018-02-28,40152,"Omaha","NE","Omaha","Douglas",27,162800,0.00184615384615385,0.0118085767557489,0.0817275747508306,0.0509211585423603,0.0223612702171039,"2018-02","2018-Q1",162800,0,"2018-02"
2018-02-28,23429,"Albuquerque","NM","Albuquerque","Bernalillo",28,189800,0.00423280423280423,0.0198817839871037,0.0193340494092374,0.0357874125640665,-0.00401929085537189,"2007-10","2007-Q4",199700,-0.0495743615423135,"2006-11"
2018-02-28,18203,"Fresno","CA","Fresno","Fresno",29,228700,0.00748898678414097,0.0246415770609319,0.104830917874396,0.100472673693959,0.0000437359231901802,"2006-05","2006-Q2",287000,-0.203135888501742,"2005-01"
2018-02-28,20288,"Sacramento","CA","Sacramento","Sacramento",30,323700,0.0109306683322923,0.0285986653956149,0.111989007214016,0.140433979093056,0.0175163952924211,"2006-01","2006-Q1",352500,-0.0817021276595745,"2005-04"
2018-02-28,19331,"Mesa","AZ","Phoenix","Maricopa",31,234800,0.00599828620394173,0.0142548596112311,0.0741079597438243,0.0894350218804223,0.0102671302995856,"2006-04","2006-Q2",246100,-0.0459162941893539,"2005-11"
2018-02-28,46298,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",32,583000,0.00171821305841924,0.00760456273764258,0.0714942106230472,0.0824554947203269,0.0196302975837828,"2018-02","2018-Q1",583000,0,"2018-02"
2018-02-28,18795,"Kansas City","MO","Kansas City","Jackson",33,128300,0.00391236306729264,0.0150316455696203,0.0827004219409283,0.0511031346786863,-0.0180924631740572,"2007-07","2007-Q3",160100,-0.198625858838226,"2000-09"
2018-02-28,41515,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",34,260400,0.0023094688221709,0.00540540540540541,0.0239874164372788,0.0225729454553207,-0.0040187875894061,"2007-05","2007-Q2",276300,-0.0575461454940282,"2005-10"
2018-02-28,4172,"Colorado Springs","CO","Colorado Springs","El Paso",35,272700,0.0114985163204748,0.0290566037735849,0.112607099143207,0.0746060218574554,0.0321121148331964,"2018-02","2018-Q1",272700,0,"2018-02"
2018-02-28,37211,"Atlanta","GA","Atlanta","Fulton",36,225800,0.0152877697841727,0.0376838235294118,0.102000976085896,0.132702760400934,0.0187065776657345,"2018-02","2018-Q1",225800,0,"2018-02"
2018-02-28,12700,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",37,312700,0.0100129198966408,0.0172413793103448,0.039561170212766,0.0810365682565117,-0.00760307387523229,"2007-03","2007-Q1",373800,-0.163456393793472,"2005-09"
2018-02-28,13072,"Oakland","CA","San Francisco","Alameda",38,755600,0.0080042689434365,0.0422068965517241,0.11924159383795,0.154376092162738,0.0467671326972934,"2018-02","2018-Q1",755600,0,"2018-02"
2018-02-28,20859,"Tulsa","OK","Tulsa","Tulsa",39,116800,0.00343642611683849,0.00950734658599827,0.0475336322869955,0.043504123829798,0.0248248902275823,"2018-02","2018-Q1",116800,0,"2018-02"
2018-02-28,24115,"Cleveland","OH","Cleveland","Cuyahoga",40,61700,0.0065252854812398,0.021523178807947,0.101785714285714,0.0384195426358114,-0.0195922574332381,"2006-03","2006-Q1",85800,-0.280885780885781,"1998-05"
2018-02-28,18615,"Honolulu","HI","Urban Honolulu","Honolulu",41,702100,0.0070281124497992,0.0248138957816377,0.0546792849631966,0.0557481909663844,0.0255584606472685,"2018-02","2018-Q1",702100,0,"2018-02"
2018-02-28,5983,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",42,248000,0.00936100936100936,0.0235245563351217,0.0745233968804159,0.079980335176689,0.0192243294779217,"2018-02","2018-Q1",248000,0,"2018-02"
2018-02-28,44055,"Baton Rouge","LA","Baton Rouge","East Baton Rouge",43,171600,0.00763358778625954,0.0293941211757648,0.106382978723404,0.0521262244437508,0.0294262205347102,"2018-02","2018-Q1",171600,0,"2018-02"
2018-02-28,19594,"New Orleans","LA","New Orleans","Orleans",44,172700,-0.00403690888119954,-0.00461095100864553,-0.00974770642201835,0.0517389657642355,,"2016-10","2016-Q4",174700,-0.0114481969089868,"2016-08"
2018-02-28,50763,"Arlington","TX","Dallas-Fort Worth","Tarrant",45,190900,0.00632577754348972,0.0224959828602035,0.096496266513498,0.0920708354334419,0.0371916338210636,"2018-02","2018-Q1",190900,0,"2018-02"
2018-02-28,54047,"Raleigh","NC","Raleigh","Wake",46,230900,0.0017353579175705,0.00829694323144105,0.0606338998621957,0.0555616559468819,0.0214208202512203,"2018-02","2018-Q1",230900,0,"2018-02"
2018-02-28,7929,"Wichita","KS","Wichita","Sedgwick",47,125200,0.00240192153722978,0.00643086816720257,0.033003300330033,0.0474444889034138,0.0206053925603074,"2018-02","2018-Q1",125200,0,"2018-02"
2018-02-28,41176,"Tampa","FL","Tampa","Hillsborough",48,201300,0.00902255639097744,0.0317785750896976,0.112769485903814,0.136005487857357,0.0123772501561232,"2006-10","2006-Q4",206200,-0.0237633365664403,"2006-06"
2018-02-28,16764,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",49,590800,0.00407885791978246,0.0163426801995527,0.0538708526578666,0.0846186787852083,0.010178350093615,"2006-07","2006-Q3",613500,-0.037000814995925,"2005-12"
2018-02-28,47568,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange",50,538500,0.00654205607476636,0.0214339908952959,0.0989795918367347,0.0962012164505892,0.00210399530436045,"2006-11","2006-Q4",613300,-0.121963150171205,"2005-08"
2018-02-28,16846,"Aurora","CO","Denver","Arapahoe",51,312000,0.0126582278481013,0.04,0.118279569892473,0.137543830351883,0.0631660470094386,"2018-02","2018-Q1",312000,0,"2018-02"
2018-02-28,6891,"Saint Louis","MO","St. Louis","Saint Louis City",52,128600,0.000778210116731518,0.0149960536700868,0.090754877014419,0.0622141692522118,0.00577822321949495,"2007-04","2007-Q2",131800,-0.0242792109256449,"2006-11"
2018-02-28,4099,"Cincinnati","OH","Cincinnati","Hamilton",53,129700,0.00154440154440154,0.00855365474339036,0.0587755102040816,0.0563616158771874,0.011225933174527,"2018-02","2018-Q1",129700,0,"2018-02"
2018-02-28,26529,"Pittsburgh","PA","Pittsburgh","Allegheny",54,132400,0.00914634146341463,0.0239752513534416,0.104253544620517,0.0916565449140641,0.0512771961367158,"2018-02","2018-Q1",132400,0,"2018-02"
2018-02-28,47401,"Riverside","CA","Riverside","Riverside",55,371700,0.00841020075963104,0.0211538461538462,0.0922715251248898,0.109382951861384,0.00292518191662583,"2006-09","2006-Q3",420200,-0.115421227986673,"2005-09"
2018-02-28,12562,"Marietta","GA","Atlanta","Cobb",56,273600,0.00440528634361234,0.0235690235690236,0.0861452957522826,0.083878190233734,0.0226493131522163,"2018-02","2018-Q1",273600,0,"2018-02"
2018-02-28,23482,"Anchorage","AK","Anchorage","Anchorage",57,300200,0.00100033344448149,0.0117964273677115,0.0277302293735022,0.0244854864074942,-0.000199647355446086,"2007-09","2007-Q3",302000,-0.00596026490066225,"2007-04"
2018-02-28,3506,"Bakersfield","CA","Bakersfield","Kern",58,224900,0.00716524854455889,0.0148916967509025,0.039279112754159,0.0771483772901034,-0.00400122523424462,"2006-05","2006-Q2",312500,-0.28032,"2004-12"
2018-02-28,20313,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",59,201000,0.0100502512562814,0.0172064777327935,0.0590094836670179,0.0764002389127352,0.0145295026984087,"2006-05","2006-Q2",203500,-0.0122850122850123,"2006-03"
2018-02-28,34303,"Toledo","OH","Toledo","Lucas",60,63300,0.00476190476190476,0.0111821086261981,0.0209677419354839,0.0373340149367922,-0.0211666344953026,"2006-04","2006-Q2",84800,-0.253537735849057,"1999-06"
2018-02-28,7081,"Silver Spring","MD","Washington","Montgomery",61,392800,0,0.00563236047107015,0.000764331210191083,0.031301554915665,-0.00354496262705672,"2007-04","2007-Q2",447400,-0.122038444345105,"2005-05"
2018-02-28,25574,"Lexington","KY","Lexington","Fayette",62,167100,-0.0035778175313059,-0.00889679715302491,0.0359578425294482,0.0344032758186237,0.0190967743911121,"2017-11","2017-Q4",168600,-0.00889679715302491,"2017-09"
2018-02-28,12970,"Newark","NJ","New York","Essex",63,243300,0.00205930807248764,0.0209819555182543,0.0419700214132762,0.0693467950188964,-0.0222519342552019,"2007-04","2007-Q2",314000,-0.22515923566879,"2005-03"
2018-02-28,47945,"Tallahassee","FL","Tallahassee","Leon",64,170300,0.00353565114908662,0.0106824925816024,0.0259036144578313,0.0368695341802534,-0.00759963783427509,"2007-03","2007-Q1",193000,-0.117616580310881,"2005-06"
2018-02-28,7266,"Stockton","CA","Stockton","San Joaquin",65,275100,-0.00578243585110228,0.0132596685082873,0.111515151515152,0.146952604745843,0.00258078678038931,"2006-04","2006-Q2",377300,-0.270871985157699,"2004-10"
2018-02-28,53915,"Plano","TX","Dallas-Fort Worth","Collin",66,340100,0.0038370720188902,0.00919881305637982,0.0601620947630923,0.101753708265629,0.0496946783473593,"2018-02","2018-Q1",340100,0,"2018-02"
2018-02-28,17222,"Buffalo","NY","Buffalo","Erie",67,80600,0.00248756218905473,-0.0122549019607843,0.127272727272727,0.0736366265282167,0.0369008203088137,"2017-11","2017-Q4",81600,-0.0122549019607843,"2017-11"
2018-02-28,17384,"Chandler","AZ","Phoenix","Maricopa",68,294400,0.00683994528043776,0.0172771250863856,0.0697674418604651,0.068885215481457,0.00989261890111082,"2006-03","2006-Q1",314700,-0.0645058786145535,"2005-09"
2018-02-28,12455,"Louisville","KY","Louisville/Jefferson County","Jefferson",69,120600,0.005,0.010896898575021,0.0134453781512605,0.0484363549823092,0.0222266405647684,"2018-02","2018-Q1",120600,0,"2018-02"
2018-02-28,11867,"Henderson","NV","Las Vegas","Clark",70,304400,0.0106241699867198,0.0225058784010749,0.121178637200737,0.115926938864538,0.00300573377544322,"2006-04","2006-Q2",356300,-0.145663766488914,"2004-08"
2018-02-28,25934,"Modesto","CA","Modesto","Stanislaus",71,283500,0.0175879396984925,0.0268018833755886,0.120110628210194,0.148779409073131,0.0107701591847584,"2006-04","2006-Q2",349700,-0.189305118673148,"2005-01"
2018-02-28,32900,"Mobile","AL","Mobile","Mobile",72,111200,-0.0044762757385855,-0.008028545941124,0.0118289353958144,0.0272773306463192,-0.0128864620587492,"2008-01","2008-Q1",127100,-0.125098347757671,"2006-03"
2018-02-28,25320,"Jersey City","NJ","New York","Hudson",73,439500,0.00687285223367698,0.0316901408450704,0.234550561797753,0.129095489085725,0.0218697938622692,"2018-02","2018-Q1",439500,0,"2018-02"
2018-02-28,53060,"Lubbock","TX","Lubbock","Lubbock",74,123100,0.000813008130081301,0.00571895424836601,0.0327181208053691,0.045172995188143,0.0250698654902792,"2018-02","2018-Q1",123100,0,"2018-02"
2018-02-28,18298,"Glendale","AZ","Phoenix","Maricopa",75,227800,0.0066283694211224,0.016057091882248,0.0904739109621829,0.104321307306891,0.0040391334467389,"2006-04","2006-Q2",251800,-0.0953137410643368,"2005-09"
2018-02-28,24457,"Durham","NC","Durham","Durham",76,202300,0.00847457627118644,0.030040733197556,0.0911542610571737,0.0567627602958043,0.0237990963863626,"2018-02","2018-Q1",202300,0,"2018-02"
2018-02-28,13121,"Orlando","FL","Orlando","Orange",77,178200,0.0062111801242236,0.015963511972634,0.087248322147651,0.105752138020627,-0.00957665219133885,"2006-08","2006-Q3",230900,-0.228237332178432,"2005-07"
2018-02-28,6210,"Norfolk","VA","Virginia Beach","Norfolk City",78,183100,0.00493962678375412,0.00438837081733406,0.0462857142857143,0.0236546227094689,-0.00571462014007096,"2007-10","2007-Q4",196600,-0.0686673448626653,"2006-03"
2018-02-28,26922,"Saint Petersburg","FL","Tampa","Pinellas",79,198400,0.0117287098419174,0.0301142263759086,0.13631156930126,0.145711101374524,0.0202869099756489,"2018-02","2018-Q1",198400,0,"2018-02"
2018-02-28,53856,"Pensacola","FL","Pensacola","Escambia",80,141300,0.0121776504297994,0.0276363636363636,0.114353312302839,0.0768084845131567,0.00767446054326237,"2006-04","2006-Q2",142800,-0.0105042016806723,"2006-01"
2018-02-28,18170,"Fort Wayne","IN","Fort Wayne","Allen",81,104000,0.00192678227360308,0.00872938894277401,0.0420841683366733,0.0314094995453105,0.0044331228422001,"2018-02","2018-Q1",104000,0,"2018-02"
2018-02-28,11722,"Greensboro","NC",,"Guilford",82,134200,0.00224047796863331,0.0197568389057751,0.0625494853523357,0.0348037221340356,0.00632484967922431,"2018-02","2018-Q1",134200,0,"2018-02"
2018-02-28,32503,"Lincoln","NE","Lincoln","Lancaster",83,170000,0.00176782557454331,0.0137149672033393,0.0848755583918315,0.0519013150122396,0.0272685138374722,"2018-02","2018-Q1",170000,0,"2018-02"
2018-02-28,20328,"San Bernardino","CA","Riverside","San Bernardino",84,272000,0.00965107646622123,0.0295230885692657,0.104792851340374,0.138342107510022,-0.00203584109227162,"2006-08","2006-Q3",332300,-0.18146253385495,"2005-08"
2018-02-28,24225,"Corona","CA","Riverside","Riverside",85,465300,0.00714285714285714,0.0137254901960784,0.0813386009760632,0.0829400252919985,0.00881599792948551,"2006-07","2006-Q3",537700,-0.134647572996094,"2005-05"
2018-02-28,51405,"Chula Vista","CA","San Diego","San Diego",86,521900,0.00830757341576507,0.0237347979599843,0.103615986466483,0.0879544381715702,0.0166175172593017,"2006-05","2006-Q2",560600,-0.0690331787370674,"2004-12"
2018-02-28,44564,"Chesapeake","VA","Virginia Beach","Chesapeake City",87,254600,0.000392927308447937,0.00552922590837283,0.0119236883942766,0.0206195561316551,-0.00320286441262962,"2006-09","2006-Q3",269300,-0.0545859636093576,"2005-11"
2018-02-28,25104,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",88,250600,0.011707710940654,0.0236928104575163,0.11875,0.142741552711201,-0.000873680100170748,"2007-03","2007-Q1",274000,-0.0854014598540146,"2006-04"
2018-02-28,398849,"Madison","WI","Madison","Dane",89,238900,0.00462573591253154,0.0148683092608326,0.0598935226264419,0.0569624042360262,0.0199902205051057,"2018-02","2018-Q1",238900,0,"2018-02"
2018-02-28,24741,"Fontana","CA","Riverside","San Bernardino",90,369100,0.00957330415754923,0.0255626562934148,0.0735892961023851,0.105636010695869,0.00412908976615833,"2006-06","2006-Q2",423900,-0.129275772587875,"2005-08"
2018-02-28,31614,"Fort Myers","FL","Fort Myers","Lee",91,204300,0.00393120393120393,0.00343811394891945,0.00442477876106195,0.0857502560592778,0.00722993592447829,"2006-04","2006-Q2",277500,-0.263783783783784,"2005-04"
2018-02-28,25428,"Knoxville","TN","Knoxville","Knox",92,137700,0.00291332847778587,0.0207561156412157,0.0893987341772152,0.0377711261139126,0.0220652719308077,"2018-02","2018-Q1",137700,0,"2018-02"
2018-02-28,52893,"Laredo","TX","Laredo","Webb",93,131700,-0.000758725341426404,0.0305164319248826,0.0947630922693267,0.0690913518548451,0.0372034625388118,"2018-01","2018-Q1",131800,-0.000758725341426404,"2018-01"
2018-02-28,26187,"North Las Vegas","NV","Las Vegas","Clark",94,237800,0.0145051194539249,0.037521815008726,0.192577733199599,0.145631537703412,-0.00141864083601906,"2006-04","2006-Q2",290200,-0.180565127498277,"2004-08"
2018-02-28,5573,"Lawrenceville","GA","Atlanta","Gwinnett",95,199800,0.0116455696202532,0.0293663060278207,0.0900163666121113,0.106607984353714,0.0131099705235118,"2018-02","2018-Q1",199800,0,"2018-02"
2018-02-28,11540,"Fremont","CA","San Francisco","Alameda",96,1051000,0.00834692506955771,0.0422451408171361,0.123223255316875,0.127067701433944,0.0535514145916256,"2018-02","2018-Q1",1051000,0,"2018-02"
2018-02-28,52001,"Fayetteville","NC","Fayetteville","Cumberland",97,114100,0.00351802990325418,0.00175592625109745,0.0506445672191529,0.0046207762065531,0.00302972207412311,"2011-07","2011-Q3",123700,-0.0776071139854487,"2009-12"
2018-02-28,7222,"Springfield","MO","Springfield","Greene",98,121100,0.0108514190317195,0.0323955669224211,0.0632133450395083,0.0273813910530907,0.00259656786752815,"2018-02","2018-Q1",121100,0,"2018-02"
2018-02-28,30258,"Arlington","VA","Washington","Arlington",99,714700,0.02319255547602,0.0347473577530042,0.0779788838612368,0.0576206479485928,0.030798241029288,"2018-02","2018-Q1",714700,0,"2018-02"
2018-02-28,12065,"Irving","TX","Dallas-Fort Worth","Dallas",100,195600,0.00462249614791988,0.0182196772514315,0.0824571112340897,0.107302286666968,0.0391696699099531,"2018-02","2018-Q1",195600,0,"2018-02"
2018-02-28,4888,"Gilbert","AZ","Phoenix","Maricopa",101,311800,0.00451030927835052,0.0139837398373984,0.0736914600550964,0.0681889978889088,0.0104550043133795,"2006-03","2006-Q1",339600,-0.0818610129564193,"2005-09"
2018-02-28,54346,"Scottsdale","AZ","Phoenix","Maricopa",102,444100,0.00588901472253681,0.0132329454711385,0.0644774688398849,0.0535752013040305,0.00218777144645377,"2006-02","2006-Q1",480900,-0.0765231856934914,"2005-09"
2018-02-28,13550,"Rochester","NY","Rochester","Monroe",103,84000,-0.00826446280991736,-0.0277777777777778,0.0673443456162643,0.0728484078674267,0.0364876183633966,"2017-11","2017-Q4",86400,-0.0277777777777778,"2017-11"
2018-02-28,41760,"Winston-Salem","NC","Winston-Salem","Forsyth",104,128200,0,0.00865460267505901,0.0710108604845447,0.0360405380693869,0.00269152452093202,"2018-02","2018-Q1",128200,0,"2018-02"
2018-02-28,52650,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",105,821500,0.00649350649350649,0.0241865104101733,0.04251269035533,0.0588202976496277,0.0160323713463439,"2018-02","2018-Q1",821500,0,"2018-02"
2018-02-28,6752,"Richmond","VA","Richmond","Richmond City",106,192200,0.0110468174644924,0.0311158798283262,0.123319696084161,0.0642168862022325,0.0195295564299649,"2018-02","2018-Q1",192200,0,"2018-02"
2018-02-28,10477,"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",107,336000,0.00749625187406297,0.0184904516520158,0.0470551573698972,0.101195011324419,0.0137534515987119,"2006-03","2006-Q1",393800,-0.1467750126968,"2005-05"
2018-02-28,13150,"Oxnard","CA","Ventura","Ventura",108,485400,0.00768112933361013,0.0154811715481172,0.0810690423162583,0.0981084606248555,0.00419489369521653,"2006-05","2006-Q2",600800,-0.192077230359521,"2005-01"
2018-02-28,44282,"Bradenton","FL","North Port-Sarasota-Bradenton","Manatee",109,226900,0.00620842572062084,0.0138516532618409,0.0266968325791855,0.0938385424297936,0.0171068325621528,"2006-01","2006-Q1",276000,-0.177898550724638,"2005-04"
2018-02-28,26967,"Santa Rosa","CA","Santa Rosa","Sonoma",110,586500,0.00946643717728055,0.0322069693769799,0.116292348686715,0.113970738706311,0.0257801866112095,"2018-02","2018-Q1",586500,0,"2018-02"
2018-02-28,17759,"Des Moines","IA","Des Moines","Polk",111,131300,0.00229007633587786,0.0194099378881988,0.0614389652384802,0.0481259522430164,0.0128163164399728,"2018-02","2018-Q1",131300,0,"2018-02"
2018-02-28,13478,"Reno","NV","Reno","Washoe",112,342300,0.00676470588235294,0.0227069017030176,0.0967638577379045,0.142166738201897,0.0175287846307524,"2006-04","2006-Q2",353800,-0.032504239683437,"2005-09"
2018-02-28,20604,"Spokane","WA","Spokane","Spokane",113,191500,0.0126916975145426,0.0521978021978022,0.134478672985782,0.0780740815344172,0.0195444807241134,"2018-02","2018-Q1",191500,0,"2018-02"
2018-02-28,27362,"Tacoma","WA","Seattle","Pierce",114,279600,0.0145137880986938,0.0464071856287425,0.142623620760114,0.118386918048915,0.0178329073413146,"2018-02","2018-Q1",279600,0,"2018-02"
2018-02-28,11671,"Grand Rapids","MI","Grand Rapids","Kent",115,141900,0.0099644128113879,0.0297532656023222,0.103421461897356,0.108976661498649,0.0296950939805993,"2018-02","2018-Q1",141900,0,"2018-02"
2018-02-28,6285,"Oceanside","CA","San Diego","San Diego",116,523400,0.0102296853889211,0.0323471400394477,0.11148863877681,0.0934770030198797,0.0236015110891545,"2018-02","2018-Q1",523400,0,"2018-02"
2018-02-28,24821,"Gainesville","FL","Gainesville","Alachua",117,170400,0.00294290759270159,0.0118764845605701,0.0750788643533123,0.0612242780458132,-0.00866824031099633,"2007-02","2007-Q1",193300,-0.118468701500259,"2005-09"
2018-02-28,14701,"Woodbridge","VA","Washington","Prince William",118,317400,0.00793902826294062,0.0166559897501602,0.0590590590590591,0.0472280742402602,0.00252365065564897,"2006-01","2006-Q1",387700,-0.181325767345886,"2005-01"
2018-02-28,53673,"Ocala","FL","Ocala","Marion",119,134800,0.00597014925373134,0.0127723516153268,0.113129644921552,0.100526953049617,-0.00969924927870169,"2006-12","2006-Q4",170000,-0.207058823529412,"2005-07"
2018-02-28,45457,"Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",120,816500,0.0064094662886725,0.0227984466992359,0.0705388750491674,0.0907281566913913,0.0266452592382893,"2018-02","2018-Q1",816500,0,"2018-02"
2018-02-28,3737,"Boise","ID","Boise City","Ada",121,236200,0.00724946695095949,0.0260642919200695,0.132853717026379,0.0924501391895547,0.0110110528420906,"2018-02","2018-Q1",236200,0,"2018-02"
2018-02-28,24960,"Greenville","SC","Greenville","Greenville",122,169300,0.00773809523809524,0.0198795180722892,0.102931596091205,0.0651186768490633,0.0352763207521101,"2018-02","2018-Q1",169300,0,"2018-02"
2018-02-28,10417,"Birmingham","AL","Birmingham","Jefferson",123,64600,-0.00462249614791988,0.0109546165884194,0.066006600660066,0.0165836263826273,-0.00995842902939847,"2007-10","2007-Q4",73600,-0.122282608695652,"2005-01"
2018-02-28,6909,"Salt Lake City","UT","Salt Lake City","Salt Lake",124,298600,0.00844309354947653,0.0159918339571283,0.0791470907119624,0.0906408666570402,0.0155911935142934,"2018-02","2018-Q1",298600,0,"2018-02"
