"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-02-28,27992,"Winter Haven","FL","Lakeland","Polk",2661,158500,0.00253004427577483,0.0121328224776501,0.0856164383561644,0.100707819732982,0.00133466639610358,"2006-10","2006-Q4",178400,-0.111547085201794,"2006-01"
2018-02-28,25074,"Hawthorne","NJ","New York","Passaic",2662,349600,0.00229357798165138,0.000572409845449342,0.036466053957901,0.0313496439421475,-0.0137709927366217,"2006-04","2006-Q2",439800,-0.205093224192815,"2004-03"
2018-02-28,31854,"Greenfield","CA","Salinas","Monterey",2663,287500,0.0119676170362548,0.0326867816091954,0.0597124953925544,0.16616912736821,-0.0209238099204997,"2006-05","2006-Q2",455500,-0.368825466520307,"2004-02"
2018-02-28,396094,"Suitland-Silver Hill","MD","Washington","Prince Georges",2664,221300,0.00499545867393279,0.0128146453089245,0.0768856447688565,0.0934114869716329,-0.00708173950803304,"2007-06","2007-Q2",255600,-0.134194053208138,"2006-02"
2018-02-28,22243,"Mountain Home","ID","Mountain Home","Elmore",2665,146200,0.00619408121128699,0.0376153300212917,0.0934928945400149,0.053240752266885,0.00800192249828968,"2018-02","2018-Q1",146200,0,"2018-02"
2018-02-28,25411,"Kingsburg","CA","Fresno","Fresno",2666,257800,0.00742477530285268,0.0193752471332542,0.0777591973244147,0.0846822256616753,0.00251704187924662,"2006-05","2006-Q2",309100,-0.165965706890974,"2005-06"
2018-02-28,397014,"Franklin","NJ","Philadelphia","Gloucester",2667,190300,-0.00157397691500525,0.00210637177461822,0,0.0170207077435196,-0.0143082763519311,"2007-08","2007-Q3",223400,-0.14816472694718,"2005-06"
2018-02-28,56956,"Hope Mills","NC","Fayetteville","Cumberland",2668,142200,0.0049469964664311,0.00708215297450425,0.0364431486880466,0.0209449240427981,0.00893277439950335,"2011-05","2011-Q2",145800,-0.0246913580246914,"2010-10"
2018-02-28,11083,"Delran","NJ","Philadelphia","Burlington",2669,235400,0.00469483568075117,0.000424989375265618,0.0370044052863436,0.0213535448227815,-0.0142025979492288,"2006-09","2006-Q3",290200,-0.188835286009649,"2004-09"
2018-02-28,12872,"Mountain Top","PA","Scranton","Luzerne",2670,167900,-0.000595238095238095,-0.00943952802359882,-0.0221316249271986,0.00930734735823147,-0.00515174263257456,"2007-09","2007-Q3",177600,-0.0546171171171171,"2006-10"
2018-02-28,36121,"Midlothian","TX","Dallas-Fort Worth","Ellis",2671,248300,0.00242228502220428,0.00161355385235982,0.0776909722222222,0.0807541863749106,0.038916638610228,"2018-02","2018-Q1",248300,0,"2018-02"
2018-02-28,14500,"Waukee","IA","Des Moines","Dallas",2672,244500,-0.00204081632653061,-0.00569337128914193,0.0395408163265306,0.0456395525912732,0.0323103735676253,"2017-11","2017-Q4",245900,-0.00569337128914193,"2017-10"
2018-02-28,398403," Webster","MA","Worcester","Worcester",2673,245700,0.0127782357790602,0.0258872651356994,0.065943600867679,0.057251822481007,0.00471932327578739,"2006-02","2006-Q1",258800,-0.0506182380216383,"2005-06"
2018-02-28,24277,"Crowley","LA","Lafayette","Acadia",2674,105500,0.00285171102661597,-0.0121722846441948,-0.0186046511627907,0.0895800543184837,0.011286190187713,"2017-05","2017-Q2",108600,-0.0285451197053407,"2017-02"
2018-02-28,22553,"Springboro","OH","Cincinnati","Warren",2675,247100,0.00121555915721232,0.00610749185667752,0.0356244761106454,0.0370533649716278,0.0121453006919385,"2018-02","2018-Q1",247100,0,"2018-02"
2018-02-28,12754,"Minden","LA","Shreveport","Webster",2676,110800,0,-0.00538599640933573,0.0109489051094891,,,"2017-09","2017-Q3",113800,-0.0263620386643234,"2017-03"
2018-02-28,396940,"Newtown","PA","Philadelphia","Bucks",2677,363200,-0.00356652949245542,0.000826674014880132,0.0205113796010115,0.0262922074557388,-0.000466860658158597,"2007-03","2007-Q1",374000,-0.0288770053475936,"2006-01"
2018-02-28,5138,"Herriman","UT","Salt Lake City","Salt Lake",2678,338200,0.00326312666864432,0.0205190102595051,0.0984085742124066,0.072171445777818,-0.0106444398185648,"2007-12","2007-Q4",383100,-0.117201774993474,"2007-01"
2018-02-28,10363,"Berea","OH","Cleveland","Cuyahoga",2679,134400,0.00298507462686567,0.00976709241172051,0.0557737627651218,0.0313103064775451,0.00496947905503919,"2006-01","2006-Q1",137100,-0.0196936542669584,"2004-12"
2018-02-28,36328,"Vinton","VA","Roanoke","Roanoke",2680,149600,-0.00531914893617021,-0.0170827858081472,-0.0247718383311604,0.0124865310392204,0.000940677427585745,"2017-04","2017-Q2",154400,-0.0310880829015544,"2016-05"
2018-02-28,20262,"Royse City","TX","Dallas-Fort Worth","Rockwall",2681,208900,0.00143815915627996,0.0215158924205379,0.121911922663802,0.0918894656534779,0.036616438663057,"2018-02","2018-Q1",208900,0,"2018-02"
2018-02-28,53806,"Paris","KY","Lexington","Bourbon",2682,132400,-0.00301204819277108,0.00531511009870919,0.0533015115354018,0.0252143933935651,0.0154322802724567,"2018-01","2018-Q1",132800,-0.00301204819277108,"2017-12"
2018-02-28,41980,"Aztec","NM","Farmington","San Juan",2683,169000,0.0168471720818291,0.0273556231003039,0.0602258469259724,0.00887029966797725,-0.00650652953900066,"2007-03","2007-Q1",208300,-0.188670187229957,
2018-02-28,46076,"Kyle","TX","Austin","Hays",2684,192700,0.00155925155925156,0.0158144438587243,0.0807627593942793,0.0776249504139055,0.0222076812813405,"2018-02","2018-Q1",192700,0,"2018-02"
2018-02-28,3461,"Ashland","MA","Boston","Middlesex",2685,399300,-0.00274725274725275,0.0147395171537484,0.0662216288384513,0.0582890331914709,0.0176222067735061,"2018-01","2018-Q1",400400,-0.00274725274725275,"2018-01"
2018-02-28,8640,"Fairview Park","OH","Cleveland","Cuyahoga",2686,156900,0.0090032154340836,0.0148771021992238,0.0688010899182561,0.0463407197000389,0.0141745517338403,"2018-02","2018-Q1",156900,0,"2018-02"
2018-02-28,397162," Oneonta","NY","Oneonta","Otsego",2687,112700,0.00714924039320822,0.030164533820841,-0.000886524822695035,-0.00914893217531343,-0.00575833485919663,"2008-08","2008-Q3",126800,-0.111198738170347,"2007-11"
2018-02-28,32268,"Kaysville","UT","Ogden","Davis",2688,302600,0.00598404255319149,0.010688042752171,0.0488734835355286,0.0637142415005059,0.00395100832038553,"2018-02","2018-Q1",302600,0,"2018-02"
2018-02-28,398036,"Grand Rapids","MI","Grand Rapids","Kent",2689,267000,0.00564971751412429,0.0206422018348624,0.0545023696682464,0.0746317837486949,0.0335250404555743,"2018-02","2018-Q1",267000,0,"2018-02"
2018-02-28,31989,"Hazelwood","MO","St. Louis","Saint Louis",2690,103100,0.0107843137254902,0.0187747035573123,0.0372233400402414,0.049433030384415,-0.0149824956961107,"2007-06","2007-Q2",129900,-0.206312548113934,"2003-05"
2018-02-28,27354,"Sycamore","IL","Chicago","DeKalb",2691,177000,0.000565291124929339,-0.000564652738565782,0.049199762892709,0.0493714089181492,-0.00887317692302469,"2007-04","2007-Q2",204400,-0.134050880626223,"2004-09"
2018-02-28,32634,"Madison","IN","Madison","Jefferson",2692,118000,0.00340136054421769,-0.00337837837837838,0.0128755364806867,0.0287655438745213,0.017814354553046,"2017-10","2017-Q4",119300,-0.010896898575021,"2017-06"
2018-02-28,39357,"Lanham Seabrook","MD","Washington","Prince Georges",2693,300300,0.002002002002002,0.00233644859813084,0.0488997555012225,0.085231738146508,-0.00796469821040557,"2007-05","2007-Q2",364000,-0.175,"2005-07"
2018-02-28,30145,"Alamo","CA","San Francisco","Contra Costa",2694,1848300,0.00972411909314395,0.0427644569816643,0.121881638846737,0.0797120848489217,0.0263362419881279,"2018-02","2018-Q1",1848300,0,"2018-02"
2018-02-28,397115,"East Lampeter","PA","Lancaster","Lancaster",2695,214300,0.00233863423760524,0.0161213845424372,0.0720360180090045,0.0395741989410789,0.00667846774282399,"2018-02","2018-Q1",214300,0,"2018-02"
2018-02-28,48786,"Bridgeport","WV","Clarksburg","Harrison",2696,169500,0.0131500298864316,0.00952948183442525,0.029143897996357,0.0322865811470086,0.0445660700738457,"2009-06","2009-Q2",178300,-0.0493550196298374,"2009-05"
2018-02-28,26049,"Muscle Shoals","AL","Florence","Colbert",2697,133500,0.00150037509377344,-0.00447427293064877,0.0128983308042489,0.0234340976359717,,"2017-07","2017-Q3",134500,-0.00743494423791822,"2017-05"
2018-02-28,172302,"Concord","MO","St. Louis","Saint Louis",2698,206600,0.0127450980392157,0.0212555610479486,0.0112579539892315,0.0384272149409031,0.00756594734149241,"2016-12","2016-Q4",209100,-0.0119560019129603,"2016-10"
2018-02-28,38965,"Hercules","CA","San Francisco","Contra Costa",2699,601300,0.00804694048616932,0.0169118890580078,0.0631188118811881,0.119013741967464,0.0106048240742445,"2006-02","2006-Q1",626800,-0.0406828334396937,"2005-08"
2018-02-28,38029,"Cortlandt Manor","NY","New York","Westchester",2700,374400,0.0091644204851752,0.0198855897575592,0.033112582781457,0.0335188978385603,-0.0153644691508127,"2007-01","2007-Q1",461000,-0.187852494577007,"2004-08"
2018-02-28,35591,"Lathrop","CA","Stockton","San Joaquin",2701,386200,-0.00719794344473008,0.00442132639791938,0.0814897787734528,0.143533874001933,0.0131208591169463,"2006-05","2006-Q2",474400,-0.185919055649241,"2005-03"
2018-02-28,32061,"Holmdel","NJ","New York","Monmouth",2702,631700,0.00541142766194493,0.0047717512327024,0.0175579896907216,0.0215581612665205,-0.0107778738121129,"2006-04","2006-Q2",724100,-0.127606684159646,"2004-08"
2018-02-28,189755,"Ocean Acres","NJ","New York","Ocean",2703,247400,0.00283745439805432,0.0110339190845934,0.0347135089920535,0.030686152112694,-0.0133889332787318,"2006-09","2006-Q3",310500,-0.203220611916264,"2004-05"
2018-02-28,29986,"Port Allen","LA","Baton Rouge","West Baton Rouge",2704,172000,0.00058173356602676,0.00116414435389988,0.0135533294048321,0.0258420906571748,0.0226395266129498,"2017-05","2017-Q2",175000,-0.0171428571428571,"2017-04"
2018-02-28,34247,"Temperance","MI","Monroe","Monroe",2705,166300,0.00910194174757281,0.0426332288401254,0.0626198083067093,0.059776716558118,0.00969807946181356,"2005-12","2005-Q4",170800,-0.0263466042154567,"2005-06"
2018-02-28,399037," Geneva","NY","Rochester","Ontario",2706,103000,0.0137795275590551,0.0574948665297741,0.0853530031612223,0.0453859412219719,0.0189149522078065,"2018-02","2018-Q1",103000,0,"2018-02"
2018-02-28,12889,"Murphy","NC",,"Cherokee",2707,149300,0.00471063257065949,0.0198087431693989,0.0588652482269504,0.060315044131688,,"2018-02","2018-Q1",149300,0,"2018-02"
2018-02-28,40708,"Saint Michael","MN","Minneapolis-St Paul","Wright",2708,259100,0.0117141741507224,0.00738724727838258,0.00856364344102764,0.0510495938016851,0.00479402986008637,"2006-09","2006-Q3",267500,-0.0314018691588785,"2005-04"
2018-02-28,8983,"Rogersville","TN","Kingsport","Hawkins",2709,105900,-0.00188501413760603,-0.00282485875706215,0.059,0.0439690363609928,0.00564844930048625,"2017-09","2017-Q3",106700,-0.00749765698219306,"2017-09"
2018-02-28,29899,"Denville","NJ","New York","Morris",2710,395900,0.00227848101265823,0.00635485510930351,0.0127909951394218,0.0251277121092575,-0.00484438842726187,"2006-02","2006-Q1",443100,-0.106522229744979,"2005-04"
2018-02-28,55335,"Cortland","OH","Youngstown","Trumbull",2711,122500,0.00492206726825267,0.0208333333333333,0.0434412265758092,0.0217594914642412,0.00324069407396266,"2005-07","2005-Q3",128200,-0.0444617784711388,"2004-11"
2018-02-28,23536,"Athens","TX","Athens","Henderson",2712,138900,0.0109170305676856,0.0373412994772218,0.0578827113480579,0.0410336863283782,,"2018-02","2018-Q1",138900,0,"2018-02"
2018-02-28,7005,"Sedona","AZ","Prescott","Yavapai",2713,461400,0.00347977381470204,0.0189929328621908,0.0476839237057221,0.0482193806771474,-0.0078034686120243,"2007-01","2007-Q1",547400,-0.157106320789185,"2005-07"
2018-02-28,30267,"Artesia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2714,568100,0.00619907899397804,0.0287939152480985,0.0992647058823529,0.105987445555291,0.0230343575845016,"2018-02","2018-Q1",568100,0,"2018-02"
2018-02-28,23843,"Brookfield","CT","Stamford","Fairfield",2715,335500,0.00358959018845348,0.00119367353028947,-0.0169938470553765,0.00906400145793196,-0.0196862864817006,"2006-04","2006-Q2",430800,-0.221216341689879,"2003-03"
2018-02-28,397566,"Newtown","CT","Stamford","Fairfield",2716,372300,0.00134480903711673,0.00323362974939369,0.0136128505309012,0.00803316099720175,-0.0290213550277931,"2006-04","2006-Q2",523100,-0.288281399350029,"2002-07"
2018-02-28,46708,"New Cumberland","PA","Harrisburg","Cumberland",2717,162100,0,0.00558312655086849,0.01821608040201,0.0130830476867514,-0.000859586503239917,"2007-12","2007-Q4",164400,-0.0139902676399027,"2007-06"
2018-02-28,12083,"Jackson","MO","Cape Girardeau","Cape Girardeau",2718,168400,0,-0.00355029585798817,0.0318627450980392,0.0416799618417252,,"2017-08","2017-Q3",172600,-0.0243337195828505,"2017-05"
2018-02-28,33599,"Raymore","MO","Kansas City","Cass",2719,193400,-0.00154878678368611,0.00992167101827676,0.0828667413213886,0.0404726226327581,0.0107428312608797,"2018-01","2018-Q1",193700,-0.00154878678368611,"2018-01"
2018-02-28,26885,"Rutherford","NJ","New York","Bergen",2720,479600,0.00947169017049042,0.0141679001903151,0.0503723171265878,0.0450301543861458,0.00398505162872764,"2007-01","2007-Q1",484500,-0.0101135190918473,"2006-11"
2018-02-28,12654,"McKinleyville","CA","Eureka","Humboldt",2721,314400,0.00319081046585833,0.0318345914013784,0.0393388429752066,0.0568146640676295,-0.00788490187804325,"2006-01","2006-Q1",346800,-0.0934256055363322,"2005-05"
2018-02-28,31988,"Hazel Park","MI","Detroit","Oakland",2722,74300,0.0150273224043716,0.0568990042674253,0.19645732689211,0.1192566651484,-0.0187690286795507,"2005-12","2005-Q4",103900,-0.284889316650626,"1999-12"
2018-02-28,4818,"Fremont","NE","Fremont","Dodge",2723,138800,0.00289017341040462,0.0101892285298399,0.10951239008793,0.0368983451137592,0.0171459099779707,"2018-02","2018-Q1",138800,0,"2018-02"
2018-02-28,20720,"Sunset","FL","Miami-Fort Lauderdale","Miami-Dade",2724,376600,0.00587606837606838,0.00560747663551402,0.0236477303615113,0.0863532896583163,-0.00394897115391946,"2006-12","2006-Q4",436900,-0.138017853055619,"2005-08"
2018-02-28,55748,"Lansdale","PA","Philadelphia","Montgomery",2725,223900,0.00178970917225951,0.00719748088169141,0.0384972170686456,0.0184908820942391,0.00290427657085668,"2007-07","2007-Q3",224700,-0.00356030262572319,"2006-07"
2018-02-28,4632,"Exeter","CA","Visalia","Tulare",2726,218900,0.0134259259259259,0.0379326695116169,0.0955955955955956,0.0884285229971788,-0.00445705993857626,"2006-06","2006-Q2",269600,-0.188056379821958,"2005-04"
2018-02-28,398287,"Union","NY","Binghamton","Broome",2727,108600,-0.00275482093663912,-0.00912408759124088,-0.0180831826401447,-0.00808731539680962,-0.00976721568134387,"2007-05","2007-Q2",123300,-0.119221411192214,"2006-07"
2018-02-28,19592,"New Milford","NJ","New York","Bergen",2728,390200,0.00515198351365276,-0.00127975428717686,0.0273828330700369,0.0312222280488557,-0.00871630569092707,"2006-04","2006-Q2",459000,-0.149891067538126,"2004-09"
2018-02-28,36570,"Vancleave","MS","Gulfport","Jackson",2729,183100,-0.0010911074740862,0.0344632768361582,0.0583815028901734,0.0240320765815254,,"2018-01","2018-Q1",183300,-0.0010911074740862,"2018-01"
2018-02-28,55282,"Yelm","WA","Olympia","Thurston",2730,239000,0.0183212611844908,0.0323974082073434,0.0998619420156466,0.0778344673668481,0.00708880523415067,"2018-02","2018-Q1",239000,0,"2018-02"
2018-02-28,53089,"Lynn Haven","FL","Panama City","Bay",2731,197900,0.000505561172901921,0,0.0248575867426204,0.0464604522815857,-0.00332396345192409,"2006-07","2006-Q3",223500,-0.114541387024609,"2005-07"
2018-02-28,44738,"Converse","TX","San Antonio","Bexar",2732,157200,0.00319081046585833,0.0194552529182879,0.111739745403112,0.0654410143206581,0.0194941874141092,"2018-02","2018-Q1",157200,0,"2018-02"
2018-02-28,52922,"Leesburg","GA","Albany","Lee",2733,144900,0.00415800415800416,0.0182712579058327,0.0492396813902969,0.00138600670736788,-0.00930534342368117,"2008-05","2008-Q2",160500,-0.097196261682243,"2006-04"
2018-02-28,20651,"Sterling","CO","Sterling","Logan",2734,141500,0.00497159090909091,0.0313411078717201,0.0935085007727975,0.0639269677918568,,"2018-02","2018-Q1",141500,0,"2018-02"
2018-02-28,11926,"Hinsdale","IL","Chicago","Du Page",2735,854700,-0.00570032573289902,-0.00731707317073171,-0.0312818769126148,0.0298524597312082,-0.00408366604481525,"2007-06","2007-Q2",948800,-0.0991779089376054,"2005-04"
2018-02-28,12119,"Jennings","MO","St. Louis","Saint Louis",2736,48500,0.0210526315789474,0.0475161987041037,-0.0241448692152917,0.0137449582722882,-0.0446746614531164,"2007-06","2007-Q2",82300,-0.410692588092345,"1998-08"
2018-02-28,5702,"Los Alamos","NM","Los Alamos","Los Alamos",2737,307400,0.0168706582864704,0.100608664518439,0.168377042949449,,,"2018-02","2018-Q1",307400,0,"2018-02"
2018-02-28,126405,"Three Lakes","FL","Miami-Fort Lauderdale","Miami-Dade",2738,283400,0.00603478878239262,-0.00105745505816003,0.0442151805453206,0.0916532973559845,-0.000211468727798425,"2007-01","2007-Q1",331900,-0.146128351913227,"2005-08"
2018-02-28,395542," Horseheads","NY","Elmira","Chemung",2739,129900,0.0015420200462606,-0.00990853658536585,-0.00383435582822086,0.0114697937901165,0.0185406014972043,"2017-11","2017-Q4",131200,-0.00990853658536585,"2017-01"
2018-02-28,6177,"New Smyrna Beach","FL","Daytona Beach","Volusia",2740,276300,0.00363240101707228,0.0117173196631271,0.0442176870748299,0.0886406489177396,0.00695438434203832,"2006-02","2006-Q1",331900,-0.167520337451039,"2005-04"
2018-02-28,217017,"West Norriton","PA","Philadelphia","Montgomery",2741,205300,0.0048947626040137,0.00637254901960784,0.0474489795918367,0.0147571400753028,-0.00792398806122763,"2006-11","2006-Q4",225800,-0.0907883082373782,"2005-04"
2018-02-28,52490,"Hermitage","PA","Youngstown","Mercer",2742,119200,-0.0285248573757131,-0.00996677740863787,0.00590717299578059,0.022020742250872,-0.00361821745818047,"2008-02","2008-Q1",123600,-0.0355987055016181,"2007-10"
2018-02-28,28867,"Prineville","OR","Prineville","Crook",2743,252900,0.00237812128418549,0.0247163695299838,0.197443181818182,0.158099911754995,0.0169847268785117,"2018-02","2018-Q1",252900,0,"2018-02"
2018-02-28,397009,"Lower Allen","PA","Harrisburg","Cumberland",2744,177200,0.00396600566572238,0.0143102461362335,0.0386869871043376,0.023072402135504,0.0041566752212967,"2018-02","2018-Q1",177200,0,"2018-02"
2018-02-28,19107,"Louisville","CO","Boulder","Boulder",2745,548500,-0.00290856207962189,-0.0101064789749143,0.0153646797482414,0.0872009637288384,0.0562262847846444,"2017-10","2017-Q4",554200,-0.0102850956333454,"2017-08"
2018-02-28,39319,"Lahaina","HI","Kahului","Maui",2746,683100,0.00618647812638091,0.016366612111293,0.0118500962820323,0.0643099433692378,-0.000467249622558064,"2007-04","2007-Q2",720800,-0.0523029966703663,"2006-04"
2018-02-28,15043,"Agawam","MA","Springfield","Hampden",2747,204600,0.00146842878120411,0.000488997555012225,0.0519280205655527,0.0326936242585596,-0.000341488730182138,"2006-09","2006-Q3",216600,-0.0554016620498615,"2005-11"
2018-02-28,32633,"Madison","CT","New Haven","New Haven",2748,406100,0.00271604938271605,0.00544689279524635,0.00544689279524635,0.00617021150997488,-0.015632240105881,"2006-04","2006-Q2",499600,-0.187149719775821,"2003-09"
2018-02-28,396869,"Palm River-Clair Mel","FL","Tampa","Hillsborough",2749,131200,0.0218068535825545,0.0684039087947883,0.198173515981735,0.167443017739736,0.00262908345099255,"2007-04","2007-Q2",142600,-0.0799438990182328,"2006-02"
2018-02-28,118217,"South San Jose Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2750,439600,0.0073327222731439,0.025904317386231,0.125448028673835,0.108543123770006,0.0109603116919528,"2007-03","2007-Q1",445200,-0.0125786163522013,"2006-09"
2018-02-28,18919,"Lake Placid","FL","Sebring","Highlands",2751,131300,0.0115562403697997,0.033044846577498,0.0842279108175062,0.114382474575013,-0.00738340496559231,"2006-05","2006-Q2",178600,-0.264837625979843,"2005-02"
2018-02-28,24041,"Chapin","SC","Columbia","Lexington",2752,198000,0.0112359550561798,0.0280373831775701,0.0454065469904963,0.0315709358528777,0.0133549883813013,"2018-02","2018-Q1",198000,0,"2018-02"
2018-02-28,396556,"West Whittier-Los Nietos","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2753,476400,-0.000838926174496644,0.0106067034365719,0.0612608598797059,0.0865322137434255,0.0110548904664942,"2006-09","2006-Q3",491400,-0.0305250305250305,"2006-05"
2018-02-28,54024,"Pulaski","TN",,"Giles",2754,111400,-0.000896860986547085,0.00179856115107914,0.0794573643410853,0.0870207295436143,0.027416713929757,"2018-01","2018-Q1",111500,-0.000896860986547085,"2018-01"
2018-02-28,30522,"Bonaire","GA","Warner Robins","Houston",2755,155800,0.0012853470437018,0.00516129032258065,0.0534144692359702,0.023672047631315,0.00910476129391702,"2018-02","2018-Q1",155800,0,"2018-02"
2018-02-28,6050,"Morrisville","NC","Raleigh","Wake",2756,295100,0.00579413769597819,0.0186399723852261,0.0723110465116279,0.0609793640211185,0.0198672816239225,"2018-02","2018-Q1",295100,0,"2018-02"
2018-02-28,6760,"Ridgefield","WA","Portland","Clark",2757,452900,0.00823686553873553,0.0262859732608203,0.109505144536992,0.0933288825999319,0.0208371887122085,"2018-02","2018-Q1",452900,0,"2018-02"
2018-02-28,395478," Amesbury","MA","Boston","Essex",2758,352300,0.00714694110920526,0.022344747533372,0.0964830376595082,0.070413707249918,0.0176336219610573,"2018-02","2018-Q1",352300,0,"2018-02"
2018-02-28,27317,"Summerville","SC","Charleston","Dorchester",2759,201800,0.00447984071677451,0.0176500252143217,0.077991452991453,0.0531027375287494,0.0185003627560538,"2018-02","2018-Q1",201800,0,"2018-02"
2018-02-28,47922,"Swansea","MA","Providence","Bristol",2760,280400,0.00322003577817531,-0.00319943121222894,0.057315233785822,0.0457514615038925,0.0032676680011352,"2005-10","2005-Q4",300500,-0.0668885191347754,"2004-09"
2018-02-28,49481,"Makawao","HI","Kahului","Maui",2761,688600,0.013392200147167,0.0431752764732616,0.0582449669586599,0.085783680662648,0.00848642067217154,"2018-02","2018-Q1",688600,0,"2018-02"
2018-02-28,19933,"Piedmont","SC","Greenville","Greenville",2762,143900,0.0020891364902507,0.0119549929676512,0.0300644237652112,0.0486075648773356,0.0190100185368958,"2018-02","2018-Q1",143900,0,"2018-02"
2018-02-28,20187,"Ripley","TN",,"Lauderdale",2763,66200,0.00455235204855842,0.0168970814132104,0.00303030303030303,0.0519109454270197,-0.00105129741837828,"2006-03","2006-Q1",71800,-0.0779944289693593,"2005-05"
2018-02-28,398234," Hudson","MA","Boston","Middlesex",2764,359900,0.00139120756816917,0.00222779170147591,0.0557348195951892,0.0633728826698616,0.0167225179278885,"2018-02","2018-Q1",359900,0,"2018-02"
2018-02-28,15743,"Riverton","WY","Riverton","Fremont",2765,168800,0.00655933214072749,0.033680342927128,0.0569818409517846,0.02078553622778,0.000296692100907325,"2007-04","2007-Q2",188700,-0.105458399576047,
2018-02-28,44645,"Clewiston","FL","Clewiston","Hendry",2766,103100,-0.00482625482625483,-0.0227488151658768,-0.0171591992373689,0.106352842792937,-0.0177329886295259,"2006-10","2006-Q4",162800,-0.366707616707617,"2004-12"
2018-02-28,40507,"Raymondville","TX","Raymondville","Willacy",2767,62200,0.00484652665589661,-0.00320512820512821,0.0779896013864818,0.0348843503518728,0.0180724943489545,"2017-11","2017-Q4",62400,-0.00320512820512821,"2017-11"
2018-02-28,50737,"Anoka","MN","Minneapolis-St Paul","Anoka",2768,207600,0.00923675255226057,0.0354114713216958,0.0570264765784114,0.0868379139286375,0.0100201937722768,"2018-02","2018-Q1",207600,0,"2018-02"
2018-02-28,46098,"Laguna Woods","CA","Los Angeles-Long Beach-Anaheim","Orange",2769,383600,0.0142781597038604,0.0398481973434535,0.147472330242297,0.101563381863822,0.0306643093059551,"2018-02","2018-Q1",383600,0,"2018-02"
2018-02-28,18191,"Franklinton","LA","Bogalusa","Washington",2770,133200,0.00452488687782805,0.00301204819277108,-0.0526315789473684,0.00472078246602425,,"2017-02","2017-Q1",140600,-0.0526315789473684,"2016-12"
2018-02-28,10206,"Auburn","MA","Worcester","Worcester",2771,256700,0.00666666666666667,0.0158290462999604,0.057684384013185,0.0520280195828893,0.00831496928390352,"2005-08","2005-Q3",262600,-0.0224676313785225,"2005-04"
2018-02-28,52641,"Ionia","MI","Ionia","Ionia",2772,119300,0.0355902777777778,0.0595026642984014,0.182358771060456,0.109370004197055,0.0113193663895226,"2006-09","2006-Q3",123500,-0.0340080971659919,"2005-08"
2018-02-28,24148,"Cohoes","NY","Albany","Albany",2773,171800,0.0117785630153121,0.0539877300613497,0.0832282471626734,0.0315305564320361,0.00898497111482999,"2018-02","2018-Q1",171800,0,"2018-02"
2018-02-28,31714,"Gaylord","MI",,"Otsego",2774,119200,0.004212299915754,0.0170648464163823,0.0329289428076256,0.0361655353842694,-0.0140371038965384,"2006-05","2006-Q2",138900,-0.141828653707703,"2002-03"
2018-02-28,36557,"Westfield","IN","Indianapolis","Hamilton",2775,216700,-0.00276115968706857,0.00463606861381548,0.0754342431761787,0.0522281735722114,0.0164371090007587,"2018-01","2018-Q1",217300,-0.00276115968706857,"2018-01"
2018-02-28,53086,"Lynden","WA","Bellingham","Whatcom",2776,355400,0.00310471351961614,0.0215579189422248,0.0962368908081431,0.0636907515985354,0.0208617531849153,"2018-02","2018-Q1",355400,0,"2018-02"
2018-02-28,399082," Colchester","CT","New London","New London",2777,240800,-0.000829875518672199,0.00922045264040235,0.0317052270779777,0.0139363245025788,-0.0106449637642568,"2006-07","2006-Q3",281300,-0.143974404550302,"2004-08"
2018-02-28,46216,"Lemay","MO","St. Louis","Saint Louis",2778,102900,0.0178041543026706,0.0352112676056338,0.0532241555783009,0.0583339658142605,-0.00315166962613811,"2007-06","2007-Q2",116100,-0.113695090439276,"2005-01"
2018-02-28,51023,"Blairsville","GA",,"Union",2779,188500,0.000530785562632696,0.00479744136460554,0.0667798528579513,0.0468921524803401,-0.0114466816283859,"2006-10","2006-Q4",218700,-0.138088705989941,"2005-09"
2018-02-28,23704,"Big Spring","TX","Big Spring","Howard",2780,94000,0.00642398286937901,0,0.00106496272630458,-0.00991112236755642,,"2013-05","2013-Q2",102100,-0.079333986287953,
2018-02-28,53917,"Plaquemine","LA","Baton Rouge","Iberville",2781,129500,0,0.0101404056162247,0.141975308641975,,,"2018-02","2018-Q1",129500,0,"2018-02"
2018-02-28,397785,"Clinton","NJ","New York","Hunterdon",2782,382500,-0.00182672233820459,-0.00675149311867048,-0.0279542566709022,0.0122549718867986,-0.018173855785437,"2006-02","2006-Q1",496000,-0.22883064516129,"2003-04"
2018-02-28,50262,"Mulberry","FL","Lakeland","Polk",2783,159900,0.00313676286072773,0.00946969696969697,0.0624584717607973,0.0869299870711451,0.000753583031877891,"2006-09","2006-Q3",178100,-0.102189781021898,"2005-11"
2018-02-28,33844,"San Luis","AZ","Yuma","Yuma",2784,121900,-0.00408496732026144,-0.000819672131147541,0.0321761219305673,0.0740164541403185,-0.011682182182016,"2007-06","2007-Q2",144300,-0.155232155232155,"2006-06"
