"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-02-28,"80012","CO","Denver","Arapahoe","Aurora",818,1909,0.00685654008438819,0.0111228813559322,0.0489010989010989,7308
2018-02-28,"70816","LA","Baton Rouge","East Baton Rouge","Baton Rouge",819,1435,0,-0.00347222222222222,0.0134180790960452,11045
2018-02-28,"75231","TX","Dallas-Fort Worth","Dallas","Dallas",820,2787,0.000358937544867193,-0.0010752688172043,0.0112481857764877,2352
2018-02-28,"19147","PA","Philadelphia","Philadelphia","Philadelphia",821,1504,-0.00660501981505945,-0.0377479206653871,-0.06,2154
2018-02-28,"78681","TX","Austin","Williamson","Round Rock",822,1768,0.00113250283125708,-0.000565291124929339,-0.00225733634311512,14970
2018-02-28,"15642","PA","Pittsburgh","Westmoreland","North Huntingdon",823,1024,0.0138613861386139,0.0178926441351889,-0.0420954162768943,14531
2018-02-28,"70001","LA","New Orleans","Jefferson","Metairie",824,1544,-0.00451321727917473,-0.0234029095509171,0.0032488628979857,10400
2018-02-28,"91786","CA","Riverside","San Bernardino","Upland",825,2206,0.00318326512050932,0.0100732600732601,0.043519394512772,8068
2018-02-28,"29720","SC","Charlotte","Lancaster","Lancaster",826,1059,-0.0185356811862836,-0.0284403669724771,0.110062893081761,14690
2018-02-28,"80918","CO","Colorado Springs","El Paso","Colorado Springs",827,1534,0.00524246395806029,0.0145502645502645,0.0757363253856942,13818
2018-02-28,"78640","TX","Austin","Hays","Kyle",828,1501,-0.00066577896138482,0.00334224598930481,0.0148749154834348,11950
2018-02-28,"60643","IL","Chicago","Cook","Chicago",829,1446,0.00138504155124654,-0.00275862068965517,0.0269886363636364,15819
2018-02-28,"78504","TX","McAllen","Hidalgo","McAllen",830,1313,0.00459066564651875,0.00229007633587786,-0.00303720577069096,14085
2018-02-28,"47374","IN","Richmond","Wayne","Richmond",831,805,-0.00247831474597274,-0.00739827373612824,0.046814044213264,17405
2018-02-28,"97501","OR","Medford","Jackson","Medford",832,1350,-0.00074019245003701,0.00521221146686523,0.0748407643312102,8821
2018-02-28,"58104","ND","Fargo","Cass","Fargo",833,1612,-0.00247524752475248,0.00124223602484472,-0.0122549019607843,6511
2018-02-28,"92234","CA","Riverside","Riverside","Cathedral City",834,1799,0.00111296605453534,0.00840807174887892,0.0651272942569568,12113
2018-02-28,"46360","IN","Michigan City","La Porte","Michigan City",835,884,0.00798175598631699,0.0184331797235023,-0.087719298245614,28008
