"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-02-28,"19121","PA","Philadelphia","Philadelphia","Philadelphia",1321,1271,0.00315706393054459,0.0168,0,12285
2018-02-28,"01752","MA","Boston","Middlesex","Marlborough",1322,2208,0.00500682749203459,0.0137741046831956,-0.00853165693758419,11413
2018-02-28,"20008","DC","Washington","District of Columbia","Washington",1323,3076,-0.00774193548387097,-0.029346797096876,-0.0704140223632517,8324
2018-02-28,"37604","TN","Johnson City","Washington","Johnson City",1324,986,-0.014,-0.0333333333333333,0.00715015321756895,14274
2018-02-28,"94010","CA","San Francisco","San Mateo","Burlingame",1325,5952,0.00185154014475677,0.0062552831783601,0.0137966274910577,12740
2018-02-28,"44720","OH","Canton","Stark","North Canton",1326,1227,0.00573770491803279,0.0140495867768595,0.0132122213047069,14299
2018-02-28,"18974","PA","Philadelphia","Bucks","Warminster",1327,1940,-0.00410677618069815,-0.0152284263959391,0.0109431995831162,13396
2018-02-28,"78840","TX","Del Rio","Val Verde","Del Rio",1328,1185,0,0.00253807106598985,-0.00503778337531486,10039
2018-02-28,"98033","WA","Seattle","King","Kirkland",1329,2770,-0.00216138328530259,-0.00965319985698963,0.024787273399926,15636
2018-02-28,"77088","TX","Houston","Harris","Houston",1330,1312,0.00305810397553517,0.0123456790123457,0.0202177293934681,14872
2018-02-28,"78046","TX","Laredo","Webb","Laredo",1331,965,-0.00822199383350463,-0.0242669362992922,0.00625651720542232,12850
2018-02-28,"80231","CO","Denver","Denver","Denver",1332,1904,0.00527983104540655,0.00900900900900901,0.0421455938697318,8585
2018-02-28,"32780","FL","Melbourne","Brevard","Titusville",1333,1226,0.010717230008244,0.0285234899328859,0.0660869565217391,16546
2018-02-28,"33435","FL","Miami-Fort Lauderdale","Palm Beach","Boynton Beach",1334,1554,0.00193423597678917,0.0143603133159269,0.0223684210526316,18163
2018-02-28,"93551","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Palmdale",1335,2265,0,0.0134228187919463,0.0926193921852388,16230
2018-02-28,"55125","MN","Minneapolis-St Paul","Washington","Woodbury",1336,1945,0.00257731958762887,0.0151356993736952,0.0686813186813187,15085
2018-02-28,"95124","CA","San Jose","Santa Clara","San Jose",1337,3658,0.00605060506050605,0.00577398955182843,0.012174875484228,15566
2018-02-28,"07304","NJ","New York","Hudson","Jersey City",1338,1955,0.00929272070211667,0.0214211076280042,0.0493827160493827,8767
2018-02-28,"80401","CO","Denver","Jefferson","Golden",1339,2257,0.00400355871886121,0.0071396697902722,-0.000885347498893316,13028
2018-02-28,"18102","PA","Allentown","Lehigh","Allentown",1340,1093,-0.000914076782449726,0.00183318056828598,0.0663414634146341,12698
2018-02-28,"07960","NJ","New York","Morris","Morris",1341,2932,-0.00136239782016349,-0.00576466598847067,0.0313049595497714,13487
2018-02-28,"20148","VA","Washington","Loudoun","Ashburn",1342,2733,0.00146573836570172,0.000732332478945441,0.0197761194029851,14628
2018-02-28,"23669","VA","Virginia Beach","Hampton City","Hampton",1343,1214,-0.00246507806080526,-0.0122050447518308,-0.0177993527508091,14557
2018-02-28,"48198","MI","Ann Arbor","Washtenaw","Superior",1344,1293,0.0245641838351822,0.0503655564581641,0.0783986655546289,12683
2018-02-28,"85209","AZ","Phoenix","Maricopa","Mesa",1345,1395,0.00143575017946877,0.00940665701881331,0.0402684563758389,14132
2018-02-28,"38501","TN","Cookeville","Putnam","Cookeville",1346,984,-0.0110552763819095,-0.0381231671554252,-0.00303951367781155,11920
