"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-02-28,"17601","PA","Lancaster","Lancaster","Manheim",607,1339,0.00450112528132033,-0.00149142431021626,0.0182509505703422,15745
2018-02-28,"94591","CA","Vallejo","Solano","Vallejo",608,2304,0.00479720889664195,0.0131926121372032,0.0520547945205479,16784
2018-02-28,"48066","MI","Detroit","Macomb","Roseville",609,1045,0,0.00674373795761079,0.0930962343096234,17217
2018-02-28,"85201","AZ","Phoenix","Maricopa","Mesa",610,1243,-0.000803858520900322,0.00566343042071197,0.0419111483654652,10047
2018-02-28,"91331","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",611,2514,0.00519792083166733,0.0116700201207243,0.0540880503144654,15909
2018-02-28,"47130","IN","Louisville/Jefferson County","Clark","Jeffersonville",612,1047,-0.0150517403574788,-0.0314523589269195,-0.0507706255666364,27046
2018-02-28,"94086","CA","San Jose","Santa Clara","Sunnyvale",613,3846,0.0060162176301334,0.0158478605388273,0.0313757039420756,7632
2018-02-28,"92563","CA","Riverside","Riverside","Murrieta",614,2165,0.00092464170134073,0.00697674418604651,0.0474117077890663,16595
2018-02-28,"29483","SC","Charleston","Dorchester","Summerville",615,1416,0.00711237553342816,0.0121515368120086,0.0328227571115974,20940
2018-02-28,"32839","FL","Orlando","Orange","Orlando",616,1208,0.00750625521267723,0.0168350168350168,0.0550218340611354,9149
2018-02-28,"33023","FL","Miami-Fort Lauderdale","Broward","Miramar",617,1774,0.00566893424036281,0.0160366552119129,0.0380339379754242,17585
2018-02-28,"61761","IL","Bloomington","McLean","Normal",618,1318,-0.000758150113722517,0.0169753086419753,0.0256809338521401,12525
2018-02-28,"45040","OH","Cincinnati","Warren","Mason",619,1952,-0.00255493101686254,-0.000512032770097286,0.0187891440501044,16147
2018-02-28,"19702","DE","Philadelphia","New Castle","Newark",620,1453,0.00484094052558783,0.00693000693000693,0.036376604850214,15950
2018-02-28,"63301","MO","St. Louis","Saint Charles","Saint Charles",621,1365,0.00293901542983101,-0.000732064421669107,0.00812407680945347,14744
2018-02-28,"30144","GA","Atlanta","Cobb","Kennesaw",622,1455,0.00206611570247934,0.00901525658807212,0.0385438972162741,14381
2018-02-28,"70065","LA","New Orleans","Jefferson","Kenner",623,1427,-0.00557491289198606,-0.0325423728813559,-0.0138217000691085,13274
2018-02-28,"91801","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Alhambra",624,2513,0.00199362041467305,0.00681089743589744,0.0261331155573704,8345
2018-02-28,"78748","TX","Austin","Travis","Austin",625,1700,0.00117785630153121,0.00294985250737463,0.000588581518540318,13410
2018-02-28,"79424","TX","Lubbock","Lubbock","Lubbock",626,1510,0.00332225913621262,0.00332225913621262,-0.0443037974683544,14335
2018-02-28,"83709","ID","Boise City","Ada","Boise",627,1370,0.00513573000733676,0.0140636565507032,0.0490045941807044,7875
2018-02-28,"19380","PA","Philadelphia","Chester","West Chester",628,2237,0.000447227191413238,-0.00445037828215398,-0.00356347438752784,15719
2018-02-28,"72034","AR","Little Rock","Faulkner","Conway",629,1185,0.00508905852417303,0.0233160621761658,0.0440528634361234,12389
2018-02-28,"27106","NC","Winston-Salem","Forsyth","Winston-Salem",630,1254,0,-0.00476190476190476,0.0458715596330275,13306
2018-02-28,"90042","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",631,2740,0.00366300366300366,0.0021945866861741,0.0426179604261796,9597
2018-02-28,"28540","NC","Jacksonville","Onslow","Jacksonville",632,855,0.00234466588511137,0.00825471698113208,0.00470035252643948,15311
2018-02-28,"29588","SC","Myrtle Beach","Horry","Socastee",633,1359,-0.00585223116313094,-0.00947521865889213,0.035034272658035,13320
2018-02-28,"76051","TX","Dallas-Fort Worth","Tarrant","Grapevine",634,2320,0.00129477772982305,0.00215982721382289,0.0324877614597241,11380
2018-02-28,"45424","OH","Dayton","Montgomery","Huber Heights",635,1044,0.00967117988394584,0.042957042957043,0.0785123966942149,17825
2018-02-28,"92020","CA","San Diego","San Diego","El Cajon",636,2487,0,0.00282258064516129,0.0453972257250946,10564
2018-02-28,"21218","MD","Baltimore","Baltimore City","Baltimore",637,1297,0,0.00231839258114374,-0.00916730328495034,16062
2018-02-28,"28025","NC","Charlotte","Cabarrus","Concord",638,1201,0.00586264656616415,0.0109427609427609,0.0353448275862069,19548
2018-02-28,"93308","CA","Bakersfield","Kern","Oildale",639,1294,0.000773395204949729,0.00543900543900544,0.0310756972111554,12087
2018-02-28,"94553","CA","San Francisco","Contra Costa","Martinez",640,2788,0,0.00359971202303816,0.0465465465465465,14985
2018-02-28,"73013","OK","Oklahoma City","Oklahoma","Edmond",641,1428,-0.00626304801670146,-0.0131306150656531,-0.0212474297464016,17533
2018-02-28,"80219","CO","Denver","Denver","Denver",642,1767,0.00856164383561644,0.0102915951972556,0.0406360424028269,15938
2018-02-28,"30907","GA","Augusta","Columbia","Martinez",643,1148,0.000871839581517001,0.00967458223394899,0.037037037037037,17078
2018-02-28,"10466","NY","New York","Bronx","New York",644,1945,0.00309437854564208,0.0114404576183047,0.132130384167637,2814
2018-02-28,"78520","TX","Brownsville","Cameron","Brownsville",645,876,-0.00792751981879955,-0.0309734513274336,-0.00904977375565611,16274
2018-02-28,"92882","CA","Riverside","Riverside","Corona",646,2254,-0.000443458980044346,0.00088809946714032,0.0469112865768695,15235
2018-02-28,"94015","CA","San Francisco","San Mateo","Daly City",647,3603,0.0100925147182506,0.0206798866855524,0.0209691130631907,14190
2018-02-28,"34748","FL","Orlando","Lake","Leesburg",648,1277,0.00789265982636148,0.00868878357030016,0.0265273311897106,15131
2018-02-28,"29229","SC","Columbia","Richland","Columbia",649,1282,-0.000779423226812159,-0.0031104199066874,0.028892455858748,15974
2018-02-28,"24060","VA","Blacksburg","Montgomery","Blacksburg",650,1569,-0.00444162436548223,-0.0421245421245421,-0.0224299065420561,7272
2018-02-28,"38654","MS","Memphis","DeSoto","Olive Branch",651,1434,-0.00416666666666667,-0.0117160578911096,-0.00208768267223382,15121
2018-02-28,"97504","OR","Medford","Jackson","Medford",652,1638,-0.00182815356489945,0,0.0719895287958115,13893
2018-02-28,"33308","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",653,2205,0.00364132908511607,0.00501367365542388,-0.0234720992028344,20271
2018-02-28,"07055","NJ","New York","Passaic","Passaic",654,1729,-0.00916905444126074,-0.0136908157444381,0.0140762463343109,6483
2018-02-28,"73505","OK","Lawton","Comanche","Lawton",655,747,-0.00133689839572192,-0.00133689839572192,0,16391
2018-02-28,"27603","NC","Raleigh","Wake","Raleigh",656,1407,0.00213675213675214,0.00571837026447462,0.0337986774430566,16418
2018-02-28,"60402","IL","Chicago","Cook","Berwyn",657,1553,-0.0019280205655527,-0.0145939086294416,-0.00830140485312899,12830
2018-02-28,"92399","CA","Riverside","San Bernardino","Yucaipa",658,1936,0.00571428571428571,0.0194839389152185,0.0876404494382022,13413
2018-02-28,"32137","FL","Daytona Beach","Flagler","Palm Coast",659,1496,0.00200937709310114,0.00335345405767941,0.0468859342197341,20465
2018-02-28,"98225","WA","Bellingham","Whatcom","Bellingham",660,1709,-0.00233508464681845,0.00470311581422693,0.0748427672955975,11542
2018-02-28,"75098","TX","Dallas-Fort Worth","Collin","Wylie",661,1703,-0.000586854460093897,-0.0081537565521258,0.000587544065804935,14818
2018-02-28,"11374","NY","New York","Queens","New York",662,2112,0,-0.00891600187705303,-0.0107728337236534,7185
2018-02-28,"07111","NJ","New York","Essex","Irvington",663,1494,-0.00133689839572192,0.00201207243460765,-0.00333555703802535,8367
2018-02-28,"33312","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",664,1845,0.000542299349240781,0.00654664484451719,0.0215946843853821,13307
