"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"10025","New York","NY","New York","New York",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00667556742323,4.90824915824916,4.84304932735426,4.86777715038585,4.98909487459106,4.83914209115281,4.81915598049033,4.84304932735426,4.94110718492344,4.98489425981873,4.89795918367347,4.9279357573284,4.91978609625668,4.89877038681581,4.89478543538056,4.85714285714286,4.87866108786611,4.88148992696647,4.94053064958829,4.94461444308446,4.93366500829187,4.95774647887324,4.93529411764706,4.91822638146168,4.64546575602353,4.8159509202454,4.8780487804878,4.74289804007928,4.75888324873096,4.74040900443881,4.77272564789991,4.91879715771738,4.98307692307692,4.96530674809748,4.92220650636492,4.89603555257905,4.875,4.87866108786611,4.817193547623,4.78932445759369,4.75433378653977,4.75931175423561,4.75877541090525,4.73293768545994
"60657","Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72145593869732,1.72068965517241,1.74412774725275,1.76923076923077,1.825,1.697438951757,1.82,1.83333333333333,1.88181818181818,1.86111111111111,1.8,1.72142857142857,1.71428571428571,1.73722963644731,1.75,1.75,1.82307692307692,1.85,1.85294117647059,1.9,1.93333333333333,1.91547619047619,1.87096774193548,1.85714285714286,1.83266666666667,1.79,1.76795580110497,1.85,1.9,1.99,1.95826086956522,1.96875,1.99375,2,1.9,1.87096774193548,1.85,1.87,1.91666666666667,1.96153846153846,2.00705882352941
"10023","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23076923076923,5.27256750279597,5.31716417910448,5.31505728314239,5.28233295400867,5.26819923371647,5.22215793056501,5.27272727272727,5.25516102394715,5.3495145631068,5.35279805352798,5.35088415262211,5.33696451229582,5.46772068511199,5.46296296296296,5.37735849056604,5.31008185135268,5.34767942940544,5.43971318831725,5.37076648841355,5.37309655478698,5.38059029645568,5.34481669194136,5.33333333333333,5.23759608665269,4.89035087719298,5.22222222222222,5.19480519480519,5.16350123864575,5.18716188098211,4.97868571594506,5.21640990944103,5.26359143327842,5.26676960027449,5.33799324190827,5.33520599250936,5.28598665395615,5.30837789661319,5.21771771771772,5.18590909090909,5.28109028960818,5.28109028960818,5.21093201373879,5.22771481392171,5.22350279850746
"77494","Cinco Ranch","TX","Houston","Fort Bend",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10957004160888,1.17794514776675,1.19441913505315,1.19582664526485,1.22523237149576,1.22442980327746,1.23930571344364,1.25163751587697,1.21851943885508,1.24079643596058,1.25964010282776,1.26169064748201,1.27068345323741,1.27003342213315,1.26486915545611,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.26245059288538,1.26378343597757,1.28532572541336,1.28971119133574,1.31088082901554,1.2935586061246,1.26066537515489,1.26066537515489,1.29828326180258,1.30376841692522,1.30863039399625,1.26205362618726,1.33508611882889,1.34664246823956,1.31190012857172,1.34846625766871,1.43375267459939,1.31190012857172,1.31775210084034,1.31058282208589,1.32431347051174,1.32550888732878,1.46355366190696,1.35774072126851,1.38083228247163,1.38223286175681,1.39011703511053,1.43057503506311,1.38507396132101,1.32052158273381,1.31784582893347,1.32407407407407,1.375,1.30785340314136,1.30785340314136,1.36269430051813,1.33783474425268,1.35399159663866,1.35399159663866,1.35191637630662,1.41210193184858,1.40947752126367,1.43985883062296,1.44438178050322,1.41666114484027,1.40853658536585
"75070","McKinney","TX","Dallas-Fort Worth","Collin",5,,,,,,,,,,,,,,,,,,,,,1.02563389590083,1.02212389380531,1.00836431226766,1.05276174773289,1.01075268817204,1.01016518424396,1.00738413315356,1.04458598726115,1.02914389799636,1.03540414161657,1.0458901216404,1.02379461490294,1.03005635566688,1.03978494623656,1.02914389799636,1.02821486706457,1.04062264142098,1.04139502900963,1.02914389799636,1.05390416013283,1.07714995031644,1.0544163044163,1.06666666666667,1.05130361648444,1.10539512693296,1.07305490502212,1.08821584963603,1.16229480100448,1.16554055948369,1.17112810707457,1.17720726361929,1.1755045902761,1.179620180273,1.20626432391138,1.21487603305785,1.20234604105572,1.19980879541109,1.19980879541109,1.20626432391138,1.19972451790634,1.19980879541109,1.19603342996361,1.20234604105572,1.18192563937245,1.21373144265751,1.25458486811053,1.23664921465969,1.23387096774194,1.21485095615231,1.21880341880342,1.18345333496047,1.18904475617902,1.19773095623987,1.17014439949035,1.15789473684211,1.19447743012406,1.23396395182747,1.23166666666667,1.18097447795824,1.2239165329053,1.21440006055747,1.20512820512821,1.21074380165289,1.20732722731057,1.21258240746176,1.28002293341214,1.29761904761905,1.32292787944026,1.3093471810089,1.34210526315789,1.33734352669732,1.32124352331606,1.32124352331606,1.30968622100955,1.27953429441071,1.27529626253418,1.28017659916452
"60614","Chicago","IL","Chicago","Cook",6,,,,,,,,,,,,,,,,,,,,,,,,,,1.95524335477607,2.02744360902256,2.13068181818182,2.03,2.0025,2.03117505995204,2.105,2.16530054644809,2.1,2.1425,2.1683440073193,2.16180555555556,1.90627602392308,2.08303571428571,2.15227817745803,2.15392619867126,2.09086345381526,2.1,2.17277131782946,2.15392619867126,2.125,2.18065268065268,2.07852584269663,2.02294117647059,2,2.0073664825046,2,2.0073664825046,2.0073664825046,1.995,1.97333526906698,1.92582417582418,1.93051724137931,1.93452380952381,1.995,1.96775862068966,1.84412955465587,2.03571428571429,2.02325581395349,2.05,2,1.99408263305322,1.96428571428571,1.9872813990461,2.12632978723404,2.15833333333333,2.08333333333333,2.30093676814988,2.11111111111111,2.09090909090909,2.09512061403509,2.14495056497175,2.14761904761905,2.10555555555556,2.07407407407407,2.10140186915888,2,2.0625,2.07504012841092,2.09045454545455,2.11764705882353,2.13,2.15,2.13571428571429,2.10822072072072,2.07692307692308,2.07142857142857,2.05092592592593,2.08555555555556,2.16296296296296,2.17111501316945,2.19115384615385
"79936","El Paso","TX","El Paso","El Paso",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809931724501099,0.766136137423266,0.802843601895735,0.827903455050725,0.803239819868561,0.769002961500494,0.771552473034462,0.799373040752351,0.807106598984772,0.805263157894737,0.847102946940812,0.889513108614232,0.839743672105872,0.844443958734044
"77084","Houston","TX","Houston","Harris",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15948051086101,1.13378342599947,1.13973268529769,1.13333333333333,1.14785992217899,1.15635426749416,1.10899653979239,1.13316261203585,1.12410878226226,1.13973268529769,1.12869565217391,1.0545741012558,1.1283950617284,1.105,1.09466989186113,1.12283360228808,1.09888416578108,1.11019283746556,1.16839504401072,1.21508379888268,1.22055948195451,1.15886626643858,1.1268676583142,1.09727313566936
"60640","Chicago","IL","Chicago","Cook",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5525974025974,1.50757575757576,1.52753623188406,1.47222222222222,1.61651583710407,1.63181818181818,1.625,1.5875,1.63157894736842,1.61538461538462,1.6,1.5875,1.55555555555556,1.55555555555556,1.59,1.66666666666667,1.67105263157895,1.69811320754717,1.70470085470085,1.6551724137931,1.67946495252321,1.71875,1.63398692810458,1.58333333333333,1.54545454545455,1.66666666666667,1.68461538461538,1.7,1.71321706182264,1.76794871794872,1.75675675675676,1.71428571428571,1.70908421279892,1.68516483516484,1.64285714285714,1.66666666666667,1.65494855463008,1.72666666666667,1.795
"77449","Houston","TX","Houston","Harris",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16139106402579,1.15164644714038,1.10170255947683,1.06581653640477,1.21612349914237,1.2152133580705,1.25649913344887,1.29633665085651,1.33248730964467,1.26159554730983,1.31351981351981,1.25688622754491,1.26157082748948,1.25543006081668
