"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"30044","Lawrenceville","GA","Atlanta","Gwinnett",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574712643678161,0.599959871589085,0.648868005126015,0.650035137034434,0.66334991708126,0.656455142231947,0.629825274278748,0.601101169993118,0.63077067446766,0.597492562685933,0.622475211164157,0.668016194331984,0.678790279363452,0.715282366201562
"77479","Sugar Land","TX","Houston","Fort Bend",12,,,,,,,,,,,,,,,,,,,,,,0.781208655342605,0.77995353468304,0.775558166862515,0.768662923117456,0.774509918769862,0.77248541925962,0.810376129681316,0.836722387166783,0.8220020689848,0.839647522505769,0.852064411677158,0.820475029760218,0.814811256485056,0.82833358996544,0.859348602240479,0.849688846337961,0.850340136054422,0.856094578067672,0.902527075812274,0.91706042385508,0.892659060794065,0.866336633663366,0.873502210843691,0.868569515911129,0.846681922196796,0.832256163128218,0.852305746419171,0.870044052863436,0.872854233343032,0.872817955112219,0.885896527285613,0.892432466071897,0.881541058437992,0.861715223635618,0.889253871421868,0.889477668433005,0.878238784426288,0.878238784426288,0.882352941176471,0.875699343225493,0.859227872713691,0.866690751445087,0.867706548523697,0.878933861946032,0.864839055108042,0.874903982594085,0.83041958041958,0.832266325224072,0.847181582288964,0.818926296633303,0.813008130081301,0.820817324484806,0.806245797944595,0.82890365448505,0.820217287037474,0.835322195704057,0.849009993675942,0.836216839677047,0.821962869492781,0.816702683913408,0.804313044662309,0.80491430169498,0.805340756111557,0.813959918243202,0.824823252160251
"30043","Lawrenceville","GA","Atlanta","Gwinnett",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643469971401335,0.680715197956577,0.656915257016369,0.641607036880195,0.655295517651726,0.6782502787068,0.670124031007752,0.661188369152971,0.654713940370669,0.653688524590164,0.652216742575538,0.649606299212598,0.672032946461999,0.684615384615385,0.690243902439024
"77433","Cypress","TX","Houston","Harris",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767010003788111,0.764428033679426,0.747460409930097,0.751466275659824,0.759318913943856,0.781335291486867,0.798296966471527,0.783210198464436,0.77499113391144,0.725744843391902,0.78458942632171,0.804626602967061,0.777767618350973,0.782315781314593,0.771054386051062,0.744109136006614,0.760593987685621,0.744047619047619,0.759734093067426,0.804319083296606,0.769794721407625,0.75839653304442,0.832500832500833,0.781433298898675,0.803212851405622,0.761974416336832,0.760745530620008,0.755248335893497,0.771971496437055,0.768508290314113,0.743037678446057,0.787204416650381,0.793216630196937,0.820419325432999,0.813944685124056,0.788091068301226,0.76320939334638,0.762910798122066,0.782962730974006,0.791328466807571,0.839580209895052,0.840336134453782,0.815070370372396
"77077","Houston","TX","Houston","Harris",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982558288336913,0.94876660341556,1.03626943005181,1.04089276869738,1.06259659969088,1.05233625673284,1.00586874002033,1.00985384124669,0.983466990616586,1.00951831554658,1.00169918306101,1.00229350085184,0.995068686157098,0.991452991452991
"28277","Charlotte","NC","Charlotte","Mecklenburg",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840290563017756,0.828567372150347,0.825453112687155,0.823477493380406,0.816301587484536,0.788247939806521,0.797174140013413,0.814267274288986,0.804924242424242,0.824520819563781,0.831442463533225,0.829125328432569,0.83000095841602
"75034","Frisco","TX","Dallas-Fort Worth","Collin",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825351469226294,0.865418580007065,0.854914567042235,0.900393922341024,0.924379995900799,0.881414105483913,0.907634810464495,0.902149321266968,0.937190900098912,0.902149321266968,0.893056485822728,0.908822253008629,0.911456355860215,0.896493212669683
"77379","Tomball","TX","Houston","Harris",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697648056146992,0.706845238095238,0.703686703489987,0.681023440968204,0.672371638141809,0.671343976093111,0.665954415954416,0.669163027048113,0.672859793389727,0.675800945032803,0.703171753441053,0.728874879361056,0.727058823529412,0.74832406211388,0.714884263247451,0.755287009063444,0.741852487135506,0.730216083590452,0.726548227395167,0.70852641334569,0.727308294209703,0.737100737100737,0.753257328990228,0.746043117366647,0.739345176912891,0.735229759299781,0.749545046082429,0.723240115718419,0.716646028276983,0.708483047724341,0.728297161936561,0.695987681105355,0.711659720460665,0.728297161936561,0.703754286649024,0.69713400464756,0.697808535178777,0.729842446709917,0.724664002905921,0.712361312061402,0.716845878136201,0.716845878136201,0.716845878136201,0.712589605734767,0.729917390224145,0.713877784123358,0.727408038541239,0.718778077268643,0.723109370292257,0.717592592592593,0.714680615308188,0.761648745519713,0.708833151581243,0.727370689655172,0.736493722754961,0.712848592522339,0.720354636128556
"78245","San Antonio","TX","San Antonio","Bexar",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618146586384501,0.660220994475138,0.665137614678899,0.672789461615445,0.677392040643522,0.674044265593561,0.709798994974874,0.689290192525402,0.683760683760684,0.673076923076923,0.661914460285132,0.661018046314747,0.661881788463566,0.686069415739278
"30024","Suwanee","GA","Atlanta","Gwinnett",20,,,,,,,,,,,,,,,,,0.601160862354892,0.625841184387618,0.610531524201174,0.591199125848184,0.583221175414984,0.615242399342646,0.609623856319892,0.603267207922684,0.603267207922684,0.609623856319892,0.628729752770673,0.643376841964295,0.606518128742551,0.641903022156763,0.610155439610327,0.58562197092084,0.601626016260163,0.621401151631478,0.615830115830116,0.628220187321155,0.621401151631478,0.621393697292499,0.620018882544555,0.636083647206529,0.666337611056269,0.666337611056269,0.677151594582787,0.665707353830287,0.680930649691747,0.667587476979742,0.655430711610487,0.663959984600419,0.673505435632642,0.679156908665105,0.663227505591042,0.66815158023057,0.697866649818886,0.695088641517213,0.690818169531509,0.678203928905519,0.675154320987654,0.685136897001304,0.674967423861744,0.706880301602262,0.701342281879195,0.704012172627029,0.704012172627029,0.679980105130991,0.698610166354694,0.701288855193328,0.703108113156334,0.722299513067674,0.731182795698925,0.727877606373962,0.674989007532893,0.724080312808648,0.726018992744345,0.717373404693289,0.696619379095833,0.694745983499783,0.723497955331865,0.735294117647059,0.780984719864177,0.76990761108667,0.73895510298542,0.711607073100862,0.723327305605787,0.723327305605787,0.739042683237406,0.741602184208483
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939542483660131,0.991497695903272,1.01616372848834,1.00673185941043,1.01808905380334,0.9482985054277,0.948844884488449,1.03861450023981,0.953038674033149,0.962118761902824,0.979939186968469,1.02543068088597,0.997918234892496
"28027","Concord","NC","Charlotte","Cabarrus",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708925750394945,0.713984835720303,0.71922028269416,0.716625716625717,0.728910728910729,0.74118956075023,0.719765342960289,0.726613845479772,0.71423203711703,0.723552894211577,0.723356009070295,0.719587628865979,0.739003108109429
"91709","Chino Hills","CA","Riverside","San Bernardino",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28062360801782,1.2911508125489,1.25,1.25097732603597,1.18760064412238,1.25062531265633,1.27118644067797,1.24596215966774,1.32111979182092,1.29449838187702,1.27369155674546,1.23829852020828,1.22484689413823,1.22641509433962,1.28329297820823,1.2824559326117,1.31757132707304
"77459","Missouri City","TX","Houston","Fort Bend",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821708528559062,0.808151791988756,0.795544948289578,0.799456038932034,0.769172081055002,0.802531007238342,0.805047867711053,0.780141843971631,0.792253521126761,0.793363375416575,0.79260253148849,0.794485721173866,0.800164136233073,0.784313725490196
"92677","Laguna Niguel","CA","Los Angeles-Long Beach-Anaheim","Orange",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58815612382234,1.65819014515285,1.6112532759729,1.60445317616241,1.61570331734292,1.68758113370835,1.68634589884613,1.59952606635071,1.5571520236307,1.54299445074048,1.56862745098039,1.60686811738849,1.70725852771991,1.7187532331189
"98012","Bothell","WA","Seattle","Snohomish",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0752688172043,1.10714285714286,1.13550340651022,1.14741035856574,1.12734864300626,1.14741035856574,1.16822429906542,1.15350488021295,1.10095554632322,1.10383944153578,1.04166666666667,1.12044817927171,1.12044817927171,1.13022140314071
"97229","Cedar Mill","OR","Portland","Washington",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00879120879121,0.990307627475769,1.06871393401416,1.07382137884968,1.09840931621107,1.07637812179472,1.05633802816901,1.03081999717379,1.00125156445557,0.976592478894858,0.987917913613526,1.01615644162707,1.01772932131495,1.02521290900941
"33647","Tampa","FL","Tampa","Hillsborough",28,,0.718860842315507,0.719026548672566,0.75974899148364,0.772200772200772,0.743366117070841,0.762873490146217,0.75,0.723938223938224,0.719026548672566,0.71192963166575,0.730462122442492,0.742819412347309,0.742819412347309,0.749318801089918,0.801282051282051,0.795175080205303,0.780252033226575,0.775527789745799,0.779816513761468,0.779816513761468,0.756244397044731,0.755148804900242,0.780821917808219,0.761924164147077,0.782862819983485,0.786088613625536,0.794797687861272,0.790629575402635,0.791487645125966,0.779896013864818,0.809365781710914,0.789194915254237,0.787651970816837,0.771604938271605,0.771604938271605,0.76555023923445,0.755939524838013,0.755011135857461,0.753228120516499,0.758516049424074,0.771169381858338,0.782645962583018,0.789586000853607,0.790107788128121,0.78942033944909,0.790680731062848,0.769313198588809,0.791193312647088,0.779540481400438,0.771464901077726,0.760320197428592,0.793482592687323,0.795755968169761,0.791242389511272,0.7950694878907,0.794520547945205,0.79402165850764,0.797901299613628,0.790936297563061,0.827706769524207,0.81547064305685,0.820610687022901,0.79614842649131,0.794520547945205,0.823234978499022,0.794520547945205,0.801104972375691,0.791334284045753,0.801612336330511,0.790629575402635,0.823045267489712,0.793244626407369,0.824132290447418,0.843881856540084,0.844951415293621,0.860049139001267,0.852575488454707,0.844432163870855,0.831078469269424,0.830764837472546,0.831771321462043,0.80467558652639,0.796577946768061,0.797607178464606,0.79885877318117
"65203","Columbia","MO","Columbia","Boone",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672043010752688,0.652529921840894,0.658733531661708,0.662028056153435,0.639228255404726,0.612459631211585,0.718232044198895,0.718663145722459,0.716332378223496,0.735930735930736,0.716332378223496,0.699912510936133,0.692798327573702
"76244","Fort Worth","TX","Dallas-Fort Worth","Tarrant",30,,,,,,,0.673801030519223,0.691244239631336,0.684838258256396,0.669463087248322,0.687151763706788,0.713426494676495,0.697155605131065,0.662871486561719,0.654266958424508,0.672858225928734,0.654024722022745,0.674748398902104,0.692520775623269,0.697391267854334,0.676593521421108,0.665083135391924,0.685279187817259,0.694780452790125,0.714678648665673,0.679329101191231,0.665747432930055,0.673913043478261,0.69397893080828,0.70625,0.712834206846183,0.713005136704613,0.727669902912621,0.689720640341565,0.681270096463023,0.688462885154062,0.696707971568501,0.700702769739562,0.705244122965642,0.710285132382892,0.713984835720303,0.720843628938665,0.737463126843658,0.735637552545539,0.740103704665268,0.718031609195402,0.715582445640237,0.715582445640237,0.73775989268947,0.723622782446312,0.733995584988962,0.744436998219492,0.740103704665268,0.745017970539182,0.754479919119694,0.751729267929619,0.73775989268947,0.73775989268947,0.723552894211577,0.730593607305936,0.745058436736277,0.748526546265759,0.760018424689083,0.758474822464069,0.744834214320038,0.755395683453237,0.807360120165227,0.742447516641065,0.748142962951793,0.764075067024129,0.769379097570382,0.735500140095265,0.743913435527502,0.768217734855136,0.791109634365298,0.816056462284958,0.79577426975945,0.802392935641053,0.802930192473427,0.802363866340782,0.808771713518549,0.798163919026897,0.774284373533552,0.768161747658126,0.787488908606921,0.80225498699046
"92336","Fontana","CA","Riverside","San Bernardino",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968379446640316,1.00744634253176,0.974817221770918,0.951698731068359,0.970319634703196,0.985626283367556,0.962990936555891,0.981980769805776,0.983768152276176,0.990883868410622,1.00837138508371,1.00733034662991,0.990883868410622,0.990883868410622
"77095","Houston","TX","Houston","Harris",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711782153592955,0.710018214936248,0.718685831622177,0.711856666131925,0.712572909915749,0.710782600406711,0.715628613255753,0.721250636405221,0.730411686586985,0.745526838966203,0.740188954116114,0.723182000803536,0.731224973562577,0.739332096474954,0.720164609053498,0.711641116890227,0.739113064322813,0.721662402334671,0.749148211243612,0.761976383155788,0.748258042120528,0.749420094246943,0.725646123260437,0.719753086419753,0.727622407703852,0.737476305189164,0.725043177892919,0.725043177892919,0.733913701741105,0.738255033557047,0.735776627585066,0.753516409912927,0.677830940988836,0.705363810902266,0.696957236842105,0.715907354921707,0.712060525144637,0.720721203012044,0.699464800329354,0.710482529118136,0.705502911282828,0.719424460431655,0.720079449310891,0.729298595351268,0.708195168166746,0.708410964365063,0.708195168166746,0.691669293767308,0.708041102809027,0.728957470178418,0.747304744499695
"77450","Cinco Ranch","TX","Houston","Fort Bend",33,,,,,,,,,,,,,,,,,,,,,,,,0.762873490146217,0.772157802132576,0.78082929456112,0.827205882352941,0.838668782092396,0.839454354669465,0.835344305798209,0.848608282416836,0.848608282416836,0.836226851851852,0.81059707394227,0.848608282416836,0.841992117520602,0.823355252069906,0.808473518261618,0.80535390199637,0.810234541577825,0.855122160308616,0.862068965517241,0.881612090680101,0.861586931875149,0.850873264666368,0.82764079606606,0.822099673202614,0.805131004366812,0.80450522928399,0.839763958238765,0.848608282416836,0.859638920323568,0.852103804161385,0.88394711409948,0.872288078729591,0.850643018065001,0.829486863541163,0.82682003310645,0.830896686159844,0.822154911293812,0.823314166231051,0.826206736695202,0.826084401638521,0.845880736088548,0.833848372476308,0.837220149253731,0.79656862745098,0.800450886984409,0.810564397079778,0.780771964950653,0.770246478873239,0.781515460414543,0.803310613437196,0.815738025415445,0.831354048398954,0.807436519289981,0.801682254822833,0.79945180447693,0.798301887518445,0.799276145458647,0.806117633710421,0.799905838041431,0.823491533344329,0.805555555555556,0.826001955034213,0.818273382273613
"77845","College Station","TX","College Station","Brazos",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950309244133099,0.975329890992542,1.00335570469799,1.05896023748145,1.03333333333333,1.01928374655647,0.997340425531915,0.963543891144193,0.935483870967742,0.897897897897898,0.891450405311525,0.930232558139535,0.957186572360465,0.973919915700738,1.01351351351351,1.04683195592286
"79938","El Paso","TX","El Paso","El Paso",35,,,,,,,,,,,,,,,,0.79939706429169,0.762428298279159,0.72509128847157,0.736919675755343,0.713063320022818,0.718685831622177,0.707070707070707,0.694379337778147,0.704225352112676,0.722725925823037,0.725593667546174,0.724839516699916,0.740631064348123,0.712529243075994,0.718496683861459,0.705887145665635,0.703906643758754,0.728351619597972,0.731087390192408,0.698324022346369,0.709548517645312,0.720049658597145,0.723308732629494,0.7197370595144,0.7197370595144,0.729085122376604,0.720049658597145,0.711479207067442,0.704926624737946,0.702824133504493,0.690825398041883,0.701514064966234,0.711633663366337,0.700819849240428,0.690672752246323,0.691153238546603,0.743398673073336,0.74427884397888,0.717703349282297,0.718496683861459,0.720880445226826,0.713153724247227,0.718451424484801,0.707547169811321,0.702850449043342,0.712957222566646,0.709680130222663,0.710582442307149,0.705260064648839,0.701412066752246,0.702824133504493,0.717079530638853,0.717035611164581,0.700729986742393,0.68359375,0.731311958011444,0.689189189189189,0.669937851778586,0.690184049079755,0.703804347826087,0.699947173798204,0.69474134245404,0.692771084337349,0.71254619399656,0.723674292055296,0.709421112372304,0.684099313259377,0.682879192073171,0.689018334227201,0.691509473849518,0.717154331612163
