"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"11231","New York","NY","New York","New York",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24038461538462,3.08333333333333,3.05645161290323,2.93646037181996,2.92307692307692,2.91608391608392,3.125,3.29411764705882,3.29983660130719,3.1875,3.09545454545455,3.22222222222222,3.33333333333333,3.25745257452574,3.38421052631579,3.14285714285714,3.3,3.27777777777778,3.27777777777778,3.40909090909091,3.31696428571429,3.1,3.20295930949445,3.21363636363636,3.16666666666667,3.34375,2.83125,3.125,3.11626506024096,3.24074074074074,3.28759398496241,3.42105263157895,3.46666666666667,3.41378571428571,3.34090909090909,3.32229166666667,3.22222222222222,3.2,3.29411764705882,3.37181183830606,3.36862367661213,3.375
"10001","New York","NY","New York","New York",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83333333333333,6.05747327620758,5.97692307692308,5.81665190434012,5.79903846153846,5.79807692307692,5.6949806949807,5.75725867269985,5.83876195106142,5.86878841088674,5.88571428571429,5.81665190434012,5.75961538461539,5.74205607476635,5.81370856353591,5.71071428571429,5.6,5.6,5.64671814671815,5.51176470588235,5.72649572649573,5.74290303738318,5.77852231554677,6.00269715266497,5.78240740740741,5.75742257130125,5.75742257130125,5.68862275449102,5.81724068085223,5.75490196078431,5.72438740077835,5.50869565217391,5.49654218533887,5.61274509803922,5.75799203974261,5.60881529333481,5.93563766388558,5.8125,5.93868060336734,5.6856403622251,5.78338590956887,5.76263616557734,5.77941176470588,5.92658277404922
"60202","Evanston","IL","Chicago","Cook",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66231617647059,1.61538461538462,1.55125,1.63483146067416,1.63483146067416,1.59166666666667,1.609375,1.5842818132341,1.55902777777778,1.5625,1.66928571428571,1.58125,1.61875
"77006","Houston","TX","Houston","Harris",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4957264957265,1.50979418776594,1.33482142857143,1.16585365853659,1.11538461538462,1.31134615384615,1.24071403543637,1.20218579234973,1.26333333333333,1.25198728139905,1.2062380649268,1.26764705882353,1.22447649229782,1.12824180015256,1.32456279809221,1.38981617647059,1.52352941176471,1.46153846153846,1.4,1.32777777777778,1.35245901639344,1.25335144927536,1.37692307692308,1.37251908396947,1.51472701149425,1.40588235294118,1.25924947145877,1.26849894291755,1.31491496793404,1.29411764705882,1.30057803468208,1.28392857142857,1.3441045751634,1.26315789473684,1.28462936898897,1.35454545454545,1.41962340491752,1.40988314517726,1.33266666666667
"02446","Brookline","MA","Boston","Norfolk",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77777777777778,2.63157894736842,2.64212415443376,2.72727272727273,2.75,2.67647058823529,2.60869565217391,2.5325013821973,2.6,2.6625,2.6593524368231,2.80916330645161
"11249","New York","NY","New York","Kings",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16758800521512,4.24508886810103,4.3956043956044,4.56460674157303,4.57346153846154,4.59533607681756,4.57018927444795,4.34324637681159,4.25831202046036,4.30219948849105,4.39953001622911,4.39953001622911,4.59247311827957
"23503","Norfolk","VA","Virginia Beach","Norfolk City",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973195043103448,0.903225806451613,0.886422136422136,0.876717801214445,0.9375,0.994444444444444,0.994444444444444,0.918393807450411,0.96875,0.9447261663286,0.992857142857143,0.992857142857143,1.01205357142857,0.99375,1.02962962962963
"33140","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",145,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1139846743295,2.27185354691076,2.17606330365974,2.28644982020268,2.19573400250941,2.24887556221889,2.17509578544061,2.22222222222222,2.1453117329406,2.17777777777778,2.25518850894837,2.26666666666667,2.29166666666667,2.23076923076923,2.18151872399445,2.18446601941748,2.27272727272727,2.28661003236246,2.26666666666667,2.25652173913043,2.42248971850294,2.46176150779268,2.38095238095238,2.54875832828589,2.55797296943609,2.28578892371996,2.27272727272727,2.27158058893679,2.21428571428571,2.19891745602165,2.26080141747308,2.20410679789216,2.34707939119704,2.47731251151649,2.41305950147414,2.33460421205519,2.36331569664903,2.40853658536585,2.5,2.40673886883273,2.37450866679554,2.27272727272727,2.58571428571429,2.49725274725275,2.38095238095238,2.39937367596942,2.47311827956989,2.35464290921369,2.41935483870968,2.51908396946565,2.42918961447679,2.34901277584204,2.37606941081517,2.39197530864198,2.32120451693852,2.38393977415307,2.41779497098646,2.3378914865461,2.38646384479718
"10801","New Rochelle","NY","New York","Westchester",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54716981132075,2.61261261261261,2.25,2.35710703539189,2.41413714828697,2.54545454545455,2.54545454545455,2.63413659205116,2.3125,2.30769230769231,2.43875765529309,2.44444444444444,2.30034722222222,2.27564935064935,2.30034722222222,2.4
"80206","Denver","CO","Denver","Denver",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71428571428571,1.88617886178862,1.999375,1.91666666666667,1.94492753623188,1.97,1.92982456140351,1.98333333333333,1.90833333333333,1.90074074074074,1.90453703703704,1.97706349206349,1.99047619047619
