GEO.id,GEO.id2,GEO.display-label,HC01_VC04,HC01_VC05,HC03_VC49,HC03_VC50,HC03_VC56
Id,Id2,Geography,Estimate; SEX AND AGE - Total population - Male,Estimate; SEX AND AGE - Total population - Female,Percent; RACE - One race - White,Percent; RACE - One race - Black or African American,Percent; RACE - One race - Asian
8600000US00601,601,ZCTA5 00601,8704,9096,81.1,0.6,0
8600000US00602,602,ZCTA5 00602,19509,20207,57.8,2.4,0.2
8600000US00603,603,ZCTA5 00603,25208,26357,68.2,4.2,1.2
8600000US00606,606,ZCTA5 00606,3137,3183,59.2,2.8,0
8600000US00610,610,ZCTA5 00610,13528,14448,58.1,3.6,0.1
8600000US00612,612,ZCTA5 00612,30387,33497,82.8,5.2,1.1
8600000US00616,616,ZCTA5 00616,4819,5502,89.4,4.1,0
8600000US00617,617,ZCTA5 00617,11744,12904,91.9,2.3,0.4
8600000US00622,622,ZCTA5 00622,3534,3851,61.3,1.3,0
8600000US00623,623,ZCTA5 00623,20294,22417,59.9,3.4,0
8600000US00624,624,ZCTA5 00624,11665,12280,83,3.1,0.2
8600000US00627,627,ZCTA5 00627,16098,17383,79.7,2.1,0
8600000US00631,631,ZCTA5 00631,819,870,73.1,0,0
8600000US00637,637,ZCTA5 00637,11376,12637,79.2,2.5,0
8600000US00638,638,ZCTA5 00638,8607,9188,96,0.7,0
8600000US00641,641,ZCTA5 00641,14056,14869,78.3,1.5,0.9
8600000US00646,646,ZCTA5 00646,18330,19962,77,12.8,0.1
8600000US00647,647,ZCTA5 00647,2786,2925,80.8,1.7,0
8600000US00650,650,ZCTA5 00650,7123,7446,93,1.8,0.4
8600000US00652,652,ZCTA5 00652,1749,2144,88.8,1.5,0.6
8600000US00653,653,ZCTA5 00653,5809,6316,76.3,3.1,0
8600000US00656,656,ZCTA5 00656,9611,10385,83.6,2.7,0.2
8600000US00659,659,ZCTA5 00659,19913,21414,97.2,0.7,0
8600000US00660,660,ZCTA5 00660,7732,8946,35.6,1.9,0.4
8600000US00662,662,ZCTA5 00662,20446,21540,69.8,5.8,0
8600000US00664,664,ZCTA5 00664,7798,7895,86.6,0.7,0.1
8600000US00667,667,ZCTA5 00667,11937,12555,61.8,1.9,0
8600000US00669,669,ZCTA5 00669,13342,13721,79.2,0.8,0.1
8600000US00670,670,ZCTA5 00670,4497,4590,73.4,0.8,0
8600000US00674,674,ZCTA5 00674,19718,21827,85.7,4.2,0
8600000US00676,676,ZCTA5 00676,18826,19662,72.8,3.2,0.1
8600000US00677,677,ZCTA5 00677,7138,7617,58.3,1.4,0.2
8600000US00678,678,ZCTA5 00678,12775,13715,76.6,5.1,0.1
8600000US00680,680,ZCTA5 00680,24218,26410,44.7,3.7,0
8600000US00682,682,ZCTA5 00682,15581,16852,39.8,3.6,0.1
8600000US00683,683,ZCTA5 00683,15591,16467,74.4,2.2,0
8600000US00685,685,ZCTA5 00685,19614,20488,80.2,2.1,0.1
8600000US00687,687,ZCTA5 00687,15954,16133,92.6,1,0.1
8600000US00688,688,ZCTA5 00688,6712,6085,93.4,1.6,0.1
8600000US00690,690,ZCTA5 00690,2503,2825,58.5,1.3,0.4
8600000US00692,692,ZCTA5 00692,17453,19247,78.7,10.5,0.2
8600000US00693,693,ZCTA5 00693,27672,29756,90,3.7,0.1
8600000US00694,694,ZCTA5 00694,41,25,100,0,0
8600000US00698,698,ZCTA5 00698,18526,19976,84.1,3.1,0
8600000US00703,703,ZCTA5 00703,13555,14242,80.8,7.9,0
8600000US00704,704,ZCTA5 00704,4040,4350,63.3,16.3,0.2
8600000US00705,705,ZCTA5 00705,11783,12604,82.2,6.8,0.2
8600000US00707,707,ZCTA5 00707,5678,5828,44.6,48.2,0
8600000US00714,714,ZCTA5 00714,8681,9959,57.7,22.2,0
8600000US00715,715,ZCTA5 00715,1939,1753,50.3,22.9,0
8600000US00716,716,ZCTA5 00716,13965,15386,79.2,5.4,0
8600000US00717,717,ZCTA5 00717,7795,10163,77.6,5,0.4
8600000US00718,718,ZCTA5 00718,12544,13916,64.2,5,1.1
8600000US00719,719,ZCTA5 00719,14817,15277,73.2,6.1,0
8600000US00720,720,ZCTA5 00720,11075,11073,85,2.2,0
8600000US00723,723,ZCTA5 00723,8909,9226,50.9,41.1,0
8600000US00725,725,ZCTA5 00725,38628,44851,75.1,9.3,0.5
8600000US00727,727,ZCTA5 00727,27103,29976,79.1,6.9,0.3
8600000US00728,728,ZCTA5 00728,20380,20865,81.4,4.4,0.2
8600000US00729,729,ZCTA5 00729,25296,27601,48.7,14,0.4
8600000US00730,730,ZCTA5 00730,16460,17439,78.3,6.7,0.1
8600000US00731,731,ZCTA5 00731,7426,7562,82.2,1.7,0
8600000US00735,735,ZCTA5 00735,5995,6803,59.5,8.3,1.2
8600000US00736,736,ZCTA5 00736,24265,25576,78,4.1,0.4
8600000US00738,738,ZCTA5 00738,15241,17168,58,10,0.5
8600000US00739,739,ZCTA5 00739,18077,19481,79.7,5.5,0.2
8600000US00740,740,ZCTA5 00740,657,846,57.2,17.6,0.6
8600000US00741,741,ZCTA5 00741,2343,2699,41.3,30.2,0
8600000US00745,745,ZCTA5 00745,26035,27360,52.7,13.2,0.3
8600000US00751,751,ZCTA5 00751,10679,11431,55.2,20.7,0.5
8600000US00754,754,ZCTA5 00754,19185,20033,85.1,6.6,0.1
8600000US00757,757,ZCTA5 00757,10991,11741,58.8,19.6,0
8600000US00765,765,ZCTA5 00765,4385,4416,47.3,12.5,2
8600000US00766,766,ZCTA5 00766,12000,12489,54.1,3.5,0
8600000US00767,767,ZCTA5 00767,17358,18376,54.4,36.4,0
8600000US00769,769,ZCTA5 00769,19278,20352,66.1,15.8,0
8600000US00771,771,ZCTA5 00771,18412,19720,64.3,30.8,0.4
8600000US00772,772,ZCTA5 00772,10012,11084,15.3,40.7,0.2
8600000US00773,773,ZCTA5 00773,9053,10184,58.3,8.6,0.6
8600000US00775,775,ZCTA5 00775,823,670,49.8,4.7,1
8600000US00777,777,ZCTA5 00777,19266,21132,63.7,5.2,0
8600000US00778,778,ZCTA5 00778,22315,24675,65.7,13.8,0.2
8600000US00780,780,ZCTA5 00780,5538,6059,74.3,2.4,0
8600000US00782,782,ZCTA5 00782,9299,9245,69,5.3,0.1
8600000US00783,783,ZCTA5 00783,16884,17818,72.2,4.8,0
8600000US00784,784,ZCTA5 00784,20773,21220,74,12.7,0.2
8600000US00786,786,ZCTA5 00786,130,157,100,0,0
8600000US00791,791,ZCTA5 00791,23986,26529,59.7,11.4,0.9
8600000US00794,794,ZCTA5 00794,14593,15042,73.7,2.9,0
8600000US00795,795,ZCTA5 00795,21772,24080,51.6,10.6,0.1
8600000US00901,901,ZCTA5 00901,3461,3080,73.5,11.8,0.4
8600000US00906,906,ZCTA5 00906,53,23,90.8,0,9.2
8600000US00907,907,ZCTA5 00907,8202,9270,75.5,10.8,0.2
8600000US00909,909,ZCTA5 00909,2543,3020,57.7,12.8,0.1
8600000US00911,911,ZCTA5 00911,3398,3829,71.8,9,0.4
8600000US00912,912,ZCTA5 00912,2632,3126,49.8,18.8,1.3
8600000US00913,913,ZCTA5 00913,3330,5003,56.8,12.8,0
8600000US00915,915,ZCTA5 00915,13220,14953,45.1,17.3,0.5
8600000US00917,917,ZCTA5 00917,8757,10248,74.7,14.4,0.2
8600000US00918,918,ZCTA5 00918,7356,9044,85.8,4.5,0.1
8600000US00920,920,ZCTA5 00920,7910,9666,68.4,21.1,0.2
8600000US00921,921,ZCTA5 00921,16425,19679,64.7,24.7,0.1
8600000US00923,923,ZCTA5 00923,11922,13823,71.8,14,0.6
8600000US00924,924,ZCTA5 00924,24149,29913,63.9,15.8,1
8600000US00925,925,ZCTA5 00925,3593,3331,57.1,13.3,3.3
8600000US00926,926,ZCTA5 00926,46492,54845,78,7.1,0.5
8600000US00927,927,ZCTA5 00927,6415,7814,87.2,4.6,1.3
8600000US00934,934,ZCTA5 00934,40,27,17.9,82.1,0
8600000US00936,936,ZCTA5 00936,453,440,77.8,2,1.9
8600000US00949,949,ZCTA5 00949,36329,41129,57.1,8,0.1
8600000US00950,950,ZCTA5 00950,0,0,,,
8600000US00951,951,ZCTA5 00951,8,0,0,100,0
8600000US00952,952,ZCTA5 00952,4439,4639,41.2,8.9,0
8600000US00953,953,ZCTA5 00953,35179,37533,74.2,7.9,0.4
8600000US00956,956,ZCTA5 00956,33938,37664,66.4,8.6,0.3
8600000US00957,957,ZCTA5 00957,19223,22932,62.9,6,0.2
8600000US00959,959,ZCTA5 00959,21772,26577,64.2,6.6,0.1
8600000US00960,960,ZCTA5 00960,2410,19,42.6,8.9,0.3
8600000US00961,961,ZCTA5 00961,15101,15554,51.7,7.3,0.3
8600000US00962,962,ZCTA5 00962,9699,10810,62.9,11,0.3
8600000US00965,965,ZCTA5 00965,3572,3971,57.1,8.3,0
8600000US00966,966,ZCTA5 00966,7721,8260,82.7,3.7,0
8600000US00968,968,ZCTA5 00968,1313,1980,91,2.4,1
8600000US00969,969,ZCTA5 00969,20045,23327,82.5,3.9,0.2
8600000US00971,971,ZCTA5 00971,14095,14455,70.2,7.8,0
8600000US00976,976,ZCTA5 00976,28745,32339,74.4,9.8,0
8600000US00979,979,ZCTA5 00979,7045,7974,71.2,14.5,2
8600000US00982,982,ZCTA5 00982,6774,8100,53.8,26.9,0.1
8600000US00983,983,ZCTA5 00983,17095,21438,52.5,25.1,0.3
8600000US00985,985,ZCTA5 00985,15544,17776,54,26.2,0.3
8600000US00987,987,ZCTA5 00987,27554,31151,55.4,22.4,0
8600000US01001,1001,ZCTA5 01001,8059,9364,91.7,1.5,4
8600000US01002,1002,ZCTA5 01002,14536,15434,78.3,5.7,11.7
8600000US01003,1003,ZCTA5 01003,5694,5602,77,5.8,13.6
8600000US01005,1005,ZCTA5 01005,2798,2430,96.8,2,0.6
8600000US01007,1007,ZCTA5 01007,7224,7664,93.4,0.8,3
8600000US01008,1008,ZCTA5 01008,632,562,99,0,0.6
8600000US01009,1009,ZCTA5 01009,116,121,100,0,0
8600000US01010,1010,ZCTA5 01010,1901,1817,99.6,0.2,0.2
8600000US01011,1011,ZCTA5 01011,848,675,96,1,0.7
8600000US01012,1012,ZCTA5 01012,258,270,98.5,0,0
8600000US01013,1013,ZCTA5 01013,11100,11843,84.3,3.5,2.3
8600000US01020,1020,ZCTA5 01020,15155,15474,88.8,3.1,1.3
8600000US01022,1022,ZCTA5 01022,1182,1346,73.1,16.4,1.8
8600000US01026,1026,ZCTA5 01026,466,552,95.7,3.2,0
8600000US01027,1027,ZCTA5 01027,8581,9291,93.3,1.8,1.3
8600000US01028,1028,ZCTA5 01028,7363,8700,90.2,6.1,2
8600000US01029,1029,ZCTA5 01029,382,378,98.2,0.9,0
8600000US01030,1030,ZCTA5 01030,5611,5667,96,1.7,1.9
8600000US01031,1031,ZCTA5 01031,658,534,97.4,0.7,0
8600000US01032,1032,ZCTA5 01032,254,336,99.3,0,0.7
8600000US01033,1033,ZCTA5 01033,2879,3431,97.8,0,0.3
8600000US01034,1034,ZCTA5 01034,1179,1144,98.1,0.1,0.3
8600000US01035,1035,ZCTA5 01035,2090,3248,93.7,2.3,2.2
8600000US01036,1036,ZCTA5 01036,2515,2675,99.1,0.2,0.5
8600000US01037,1037,ZCTA5 01037,476,279,91.7,1.6,0
8600000US01038,1038,ZCTA5 01038,1405,1448,97.7,0.7,1.3
8600000US01039,1039,ZCTA5 01039,536,658,98,0.5,0
8600000US01040,1040,ZCTA5 01040,20056,20224,83.9,4.4,1.9
8600000US01050,1050,ZCTA5 01050,1258,1085,93.6,4.1,0
8600000US01053,1053,ZCTA5 01053,939,758,93,3.7,0.9
8600000US01054,1054,ZCTA5 01054,997,975,96.3,0.8,1.1
8600000US01056,1056,ZCTA5 01056,10684,10668,94,1.2,1.4
8600000US01057,1057,ZCTA5 01057,4183,4590,96.6,0.3,0.9
8600000US01060,1060,ZCTA5 01060,6235,9172,86.3,3.6,5.3
8600000US01062,1062,ZCTA5 01062,5410,5457,87.6,1.4,6.2
8600000US01063,1063,ZCTA5 01063,24,539,68.7,4.1,19
8600000US01066,1066,ZCTA5 01066,12,0,100,0,0
8600000US01068,1068,ZCTA5 01068,878,947,98,0.2,0.3
8600000US01069,1069,ZCTA5 01069,4278,4475,97.9,1.4,0.1
8600000US01070,1070,ZCTA5 01070,295,267,92.2,0.5,2.5
8600000US01071,1071,ZCTA5 01071,572,699,96,0.9,0.6
8600000US01072,1072,ZCTA5 01072,750,792,93,0.8,0.6
8600000US01073,1073,ZCTA5 01073,3027,3054,98.7,0,1
8600000US01074,1074,ZCTA5 01074,114,114,100,0,0
8600000US01075,1075,ZCTA5 01075,7149,10621,89.3,3.2,3.8
8600000US01077,1077,ZCTA5 01077,4649,5001,95.9,0,1.6
8600000US01079,1079,ZCTA5 01079,324,487,100,0,0
8600000US01080,1080,ZCTA5 01080,1179,1273,89.5,2.2,0
8600000US01081,1081,ZCTA5 01081,898,925,99,0.1,0
8600000US01082,1082,ZCTA5 01082,5476,5136,95.2,0.7,0.5
8600000US01083,1083,ZCTA5 01083,1541,1607,95.4,0,4.2
8600000US01084,1084,ZCTA5 01084,63,91,100,0,0
8600000US01085,1085,ZCTA5 01085,20518,20961,93.4,1.7,2.3
8600000US01086,1086,ZCTA5 01086,291,399,92.3,7.7,0
8600000US01088,1088,ZCTA5 01088,247,186,92.8,5.3,0
8600000US01089,1089,ZCTA5 01089,13890,14685,85.4,2.8,4.8
8600000US01092,1092,ZCTA5 01092,655,536,99.8,0.2,0
8600000US01093,1093,ZCTA5 01093,134,155,98.3,0,0
8600000US01094,1094,ZCTA5 01094,169,178,100,0,0
8600000US01095,1095,ZCTA5 01095,6985,7584,93.8,2.6,0.8
8600000US01096,1096,ZCTA5 01096,1264,1300,98.9,0,0.4
8600000US01097,1097,ZCTA5 01097,37,41,89.7,0,0
8600000US01098,1098,ZCTA5 01098,540,577,95.8,0.4,0.8
8600000US01103,1103,ZCTA5 01103,1217,1213,53.6,15.3,2.7
8600000US01104,1104,ZCTA5 01104,10829,12354,58.9,9.4,1.8
8600000US01105,1105,ZCTA5 01105,5585,5991,43.5,22.4,0.3
8600000US01106,1106,ZCTA5 01106,7540,8443,90.5,1,6
8600000US01107,1107,ZCTA5 01107,5794,5680,59.5,13.1,0.4
8600000US01108,1108,ZCTA5 01108,13557,14892,59.3,18.3,4.8
8600000US01109,1109,ZCTA5 01109,14182,15957,42,38,0.8
8600000US01118,1118,ZCTA5 01118,6577,7716,76,13.7,3.8
8600000US01119,1119,ZCTA5 01119,5921,7170,67.1,23.6,1.5
8600000US01128,1128,ZCTA5 01128,1350,1345,75.6,16.5,0.5
8600000US01129,1129,ZCTA5 01129,3306,3914,73.2,18.4,1.4
8600000US01151,1151,ZCTA5 01151,4457,4838,63.5,22.9,1.7
8600000US01199,1199,ZCTA5 01199,0,0,,,
8600000US01201,1201,ZCTA5 01201,21507,23494,88.1,4.7,2
8600000US01220,1220,ZCTA5 01220,4039,4227,97,0.5,0.2
8600000US01222,1222,ZCTA5 01222,426,403,100,0,0
8600000US01223,1223,ZCTA5 01223,1141,1106,96,1.3,0.2
8600000US01224,1224,ZCTA5 01224,47,129,94.3,0,5.7
8600000US01225,1225,ZCTA5 01225,1585,1607,99.7,0,0
8600000US01226,1226,ZCTA5 01226,3506,3379,96.8,0.3,1.3
8600000US01229,1229,ZCTA5 01229,42,60,92.2,0,0
8600000US01230,1230,ZCTA5 01230,4048,4147,86.4,2.5,1.8
8600000US01235,1235,ZCTA5 01235,1366,1300,96.8,0.8,0.1
8600000US01236,1236,ZCTA5 01236,724,698,88.1,5,1.3
8600000US01237,1237,ZCTA5 01237,1427,1328,96.4,2.4,0.1
8600000US01238,1238,ZCTA5 01238,2799,3151,94.3,1.2,2.3
8600000US01240,1240,ZCTA5 01240,2086,2506,96.2,1.2,2.1
8600000US01242,1242,ZCTA5 01242,185,244,99.8,0,0
8600000US01243,1243,ZCTA5 01243,180,201,95,0,0.8
8600000US01244,1244,ZCTA5 01244,39,43,100,0,0
8600000US01245,1245,ZCTA5 01245,432,438,95.3,1.5,0.3
8600000US01247,1247,ZCTA5 01247,7611,8114,93.1,1.1,0.2
8600000US01253,1253,ZCTA5 01253,361,373,99.3,0,0
8600000US01254,1254,ZCTA5 01254,474,511,93.5,1.4,2.4
8600000US01255,1255,ZCTA5 01255,470,399,94.8,0.3,1.8
8600000US01256,1256,ZCTA5 01256,422,342,87.7,7.3,0
8600000US01257,1257,ZCTA5 01257,1063,1101,98.8,0.6,0
8600000US01258,1258,ZCTA5 01258,194,165,96.4,0,0.3
8600000US01259,1259,ZCTA5 01259,265,291,98.4,1.3,0
8600000US01260,1260,ZCTA5 01260,241,304,100,0,0
8600000US01262,1262,ZCTA5 01262,510,686,89,2.8,0.4
8600000US01264,1264,ZCTA5 01264,69,92,100,0,0
8600000US01266,1266,ZCTA5 01266,648,732,92.3,0,2.2
8600000US01267,1267,ZCTA5 01267,3570,4276,82.9,5.1,5.3
8600000US01270,1270,ZCTA5 01270,424,390,98,0,1.7
8600000US01301,1301,ZCTA5 01301,8831,8899,92.6,1.9,1.1
8600000US01330,1330,ZCTA5 01330,762,706,96.5,0.3,0.6
8600000US01331,1331,ZCTA5 01331,6386,6819,93.4,0.6,0.9
8600000US01337,1337,ZCTA5 01337,1273,1325,97.3,0.4,1.6
8600000US01338,1338,ZCTA5 01338,65,73,100,0,0
8600000US01339,1339,ZCTA5 01339,697,764,96.8,0.6,2
8600000US01340,1340,ZCTA5 01340,837,852,95.6,0.5,1.8
8600000US01341,1341,ZCTA5 01341,847,869,99.3,0,0.1
8600000US01342,1342,ZCTA5 01342,779,989,83.8,3.9,4.6
8600000US01343,1343,ZCTA5 01343,22,24,100,0,0
8600000US01344,1344,ZCTA5 01344,762,820,94,1.8,0.8
8600000US01346,1346,ZCTA5 01346,232,233,96.8,0,0.4
8600000US01347,1347,ZCTA5 01347,40,93,100,0,0
8600000US01349,1349,ZCTA5 01349,546,560,95.8,0.7,0
8600000US01350,1350,ZCTA5 01350,44,51,98.9,0,0
8600000US01351,1351,ZCTA5 01351,1035,1277,96.6,0,0.5
8600000US01354,1354,ZCTA5 01354,836,820,91.6,2.8,0.8
8600000US01355,1355,ZCTA5 01355,500,415,98.9,0,0
8600000US01360,1360,ZCTA5 01360,1554,1452,97.1,0.4,1.5
8600000US01364,1364,ZCTA5 01364,3768,4064,97.3,0.2,0.6
8600000US01366,1366,ZCTA5 01366,554,648,97.6,0.7,0.2
8600000US01367,1367,ZCTA5 01367,366,320,98.3,0.1,0
8600000US01368,1368,ZCTA5 01368,670,693,98.7,0.1,0.4
8600000US01370,1370,ZCTA5 01370,1787,2092,95.2,0.3,2.2
8600000US01373,1373,ZCTA5 01373,1899,2285,96,0.4,1
8600000US01375,1375,ZCTA5 01375,2088,1585,83.7,3.4,7.9
8600000US01376,1376,ZCTA5 01376,2375,2726,86.5,2.8,3.3
8600000US01378,1378,ZCTA5 01378,345,389,96.9,0,1.1
8600000US01379,1379,ZCTA5 01379,383,392,95.1,1.5,0.8
8600000US01420,1420,ZCTA5 01420,20103,20338,80.6,3.9,4.5
8600000US01430,1430,ZCTA5 01430,3059,3112,96.8,1,0.1
8600000US01431,1431,ZCTA5 01431,1646,1550,97.9,0.6,1
8600000US01432,1432,ZCTA5 01432,3787,3807,87.4,3.9,5.4
8600000US01434,1434,ZCTA5 01434,1532,184,67.2,20.8,3.3
8600000US01436,1436,ZCTA5 01436,1674,2149,98.4,0.1,0
8600000US01438,1438,ZCTA5 01438,278,357,99.8,0.2,0
8600000US01440,1440,ZCTA5 01440,10000,10334,92.2,1.9,0.8
8600000US01450,1450,ZCTA5 01450,5410,5772,93,0.5,4.7
8600000US01451,1451,ZCTA5 01451,2368,2261,92.3,2.3,3.3
8600000US01452,1452,ZCTA5 01452,2250,2287,96.1,2.9,0.4
8600000US01453,1453,ZCTA5 01453,19318,22018,84.6,4.4,2.5
8600000US01460,1460,ZCTA5 01460,4759,4779,90,0.6,6.2
8600000US01462,1462,ZCTA5 01462,5323,5764,92.6,2.5,2.2
8600000US01463,1463,ZCTA5 01463,5765,6266,94.7,1.1,1.7
8600000US01464,1464,ZCTA5 01464,4434,2999,70.7,9.2,3.7
8600000US01467,1467,ZCTA5 01467,284,276,93.4,0,2.3
8600000US01468,1468,ZCTA5 01468,1951,1753,98.9,0,0.7
8600000US01469,1469,ZCTA5 01469,3558,3872,96.2,0.3,0.3
8600000US01473,1473,ZCTA5 01473,3683,3797,97.3,0.8,0.3
8600000US01474,1474,ZCTA5 01474,982,957,97.5,0,2.2
8600000US01475,1475,ZCTA5 01475,5699,4914,96.3,0.9,0.3
8600000US01501,1501,ZCTA5 01501,7799,8440,94.8,1.6,2.1
8600000US01503,1503,ZCTA5 01503,1596,1465,97.3,0.7,0.6
8600000US01504,1504,ZCTA5 01504,4239,4829,95.5,0.9,0.7
8600000US01505,1505,ZCTA5 01505,2322,2158,91.8,1.1,4.3
8600000US01506,1506,ZCTA5 01506,1785,1601,90.9,0.9,1
8600000US01507,1507,ZCTA5 01507,6065,7227,97.8,0.6,0.4
8600000US01510,1510,ZCTA5 01510,6796,6963,88.4,2.4,1.3
8600000US01515,1515,ZCTA5 01515,1141,1118,98.3,0,0.2
8600000US01516,1516,ZCTA5 01516,4223,4466,96,0.4,0.5
8600000US01518,1518,ZCTA5 01518,1321,1688,97,0,2.1
8600000US01519,1519,ZCTA5 01519,3249,3299,88.4,5.7,2.7
8600000US01520,1520,ZCTA5 01520,7381,7499,93.7,1.2,2.4
8600000US01521,1521,ZCTA5 01521,1243,1131,96.8,1.3,0
8600000US01522,1522,ZCTA5 01522,1635,1745,95.9,1.3,0.9
8600000US01523,1523,ZCTA5 01523,4382,3429,90,5.8,0.2
8600000US01524,1524,ZCTA5 01524,3152,3497,98.2,0.4,0.5
8600000US01525,1525,ZCTA5 01525,65,63,100,0,0
8600000US01527,1527,ZCTA5 01527,6927,6504,93.7,0.8,2.5
8600000US01529,1529,ZCTA5 01529,1585,1633,94.9,0,1
8600000US01531,1531,ZCTA5 01531,542,564,99.1,0.5,0.4
8600000US01532,1532,ZCTA5 01532,7221,7625,84.8,2,10
8600000US01534,1534,ZCTA5 01534,3016,3390,96.4,0.5,2.8
8600000US01535,1535,ZCTA5 01535,2266,2495,97.4,1.1,0.6
8600000US01536,1536,ZCTA5 01536,3535,4022,85.5,3.6,4.5
8600000US01537,1537,ZCTA5 01537,1288,1383,88.8,0,1.7
8600000US01540,1540,ZCTA5 01540,5332,5589,94,0.7,1.1
8600000US01541,1541,ZCTA5 01541,1747,1704,92.6,1.1,1.2
8600000US01542,1542,ZCTA5 01542,1144,1222,96.9,0.6,0
8600000US01543,1543,ZCTA5 01543,4341,4061,97.1,0.1,2.2
8600000US01545,1545,ZCTA5 01545,17881,18222,76.3,3.6,16.8
8600000US01550,1550,ZCTA5 01550,8220,8604,75,3.3,1.1
8600000US01560,1560,ZCTA5 01560,2127,2377,68.9,6.2,17.6
8600000US01561,1561,ZCTA5 01561,133,116,53,0,31.3
8600000US01562,1562,ZCTA5 01562,5990,5811,95,0.8,2.4
8600000US01564,1564,ZCTA5 01564,3901,4053,96.5,0.5,1.1
8600000US01566,1566,ZCTA5 01566,3033,3409,96,0.4,0.9
8600000US01568,1568,ZCTA5 01568,3779,3753,91.9,0.2,2.5
8600000US01569,1569,ZCTA5 01569,7045,6836,94.2,2.3,1.7
8600000US01570,1570,ZCTA5 01570,7698,9140,85.9,4.5,2.2
8600000US01571,1571,ZCTA5 01571,6096,5512,94.5,1.9,1.3
8600000US01581,1581,ZCTA5 01581,9131,9575,71.3,1.5,23.7
8600000US01583,1583,ZCTA5 01583,4748,2854,87.6,6.6,1.7
8600000US01585,1585,ZCTA5 01585,2420,2186,95.3,0.6,2.1
8600000US01588,1588,ZCTA5 01588,4459,5272,91.8,2.6,2
8600000US01590,1590,ZCTA5 01590,4486,4698,94.9,1.4,0.9
8600000US01602,1602,ZCTA5 01602,11572,12240,79.9,10,4.1
8600000US01603,1603,ZCTA5 01603,10420,10085,70.1,10.5,12.3
8600000US01604,1604,ZCTA5 01604,18165,17701,66.8,16.3,8.3
8600000US01605,1605,ZCTA5 01605,13472,15224,62.6,16.1,6.9
8600000US01606,1606,ZCTA5 01606,9197,10061,80.4,11.5,4
8600000US01607,1607,ZCTA5 01607,4305,4331,66.7,19.3,4.7
8600000US01608,1608,ZCTA5 01608,1582,1929,46.5,28.5,0.9
8600000US01609,1609,ZCTA5 01609,9891,10091,75.8,10.3,6.5
8600000US01610,1610,ZCTA5 01610,12051,11868,61.6,13.1,8.5
8600000US01611,1611,ZCTA5 01611,1368,1098,87.1,5.8,2.4
8600000US01612,1612,ZCTA5 01612,2557,2332,91.6,1.5,0.5
8600000US01701,1701,ZCTA5 01701,15407,16654,84.4,4.7,7.3
8600000US01702,1702,ZCTA5 01702,18251,20530,65.1,8.5,8.9
8600000US01718,1718,ZCTA5 01718,221,305,59.7,19.8,5.5
8600000US01719,1719,ZCTA5 01719,2689,2598,76.8,0.7,20.4
8600000US01720,1720,ZCTA5 01720,11423,11215,72.5,1.4,23.9
8600000US01721,1721,ZCTA5 01721,8452,8968,84.9,2.8,8.8
8600000US01730,1730,ZCTA5 01730,7092,6926,78.4,4,14.6
8600000US01731,1731,ZCTA5 01731,1016,941,81.8,1.5,6.7
8600000US01740,1740,ZCTA5 01740,2449,2664,93.4,0.4,4.7
8600000US01741,1741,ZCTA5 01741,2555,2570,85.7,0.6,9.7
8600000US01742,1742,ZCTA5 01742,9982,9466,85.6,3.3,5.7
8600000US01745,1745,ZCTA5 01745,133,349,92.3,0,5.8
8600000US01746,1746,ZCTA5 01746,7018,7306,94.2,0.9,3.2
8600000US01747,1747,ZCTA5 01747,2841,3101,95.4,0.3,0.9
8600000US01748,1748,ZCTA5 01748,7947,8310,90,1.2,6.7
8600000US01749,1749,ZCTA5 01749,9741,9939,91.5,1.5,2.6
8600000US01752,1752,ZCTA5 01752,19209,20336,76.8,3.1,4.8
8600000US01754,1754,ZCTA5 01754,5331,5195,91.6,3.2,2.5
8600000US01756,1756,ZCTA5 01756,2865,3098,96,0.5,1.2
8600000US01757,1757,ZCTA5 01757,13990,14610,86.1,2.7,2.8
8600000US01760,1760,ZCTA5 01760,17089,18044,83.9,2,11.2
8600000US01770,1770,ZCTA5 01770,2035,2220,91.7,0.2,4.7
8600000US01772,1772,ZCTA5 01772,4688,4798,85.3,1.5,11.2
8600000US01773,1773,ZCTA5 01773,2268,2525,82.7,3.4,9.9
8600000US01775,1775,ZCTA5 01775,3234,3793,93.5,0,3.2
8600000US01776,1776,ZCTA5 01776,9148,9446,86.9,0.5,8.9
8600000US01778,1778,ZCTA5 01778,6624,7073,84.9,0.6,12.1
8600000US01801,1801,ZCTA5 01801,19739,20036,83.9,5.6,6.3
8600000US01803,1803,ZCTA5 01803,12783,12915,78.2,4.7,14.8
8600000US01810,1810,ZCTA5 01810,16712,18251,81.2,2.3,12.7
8600000US01821,1821,ZCTA5 01821,15538,16242,90.8,1.5,6
8600000US01824,1824,ZCTA5 01824,12789,13014,88.4,0.8,9.2
8600000US01826,1826,ZCTA5 01826,15283,15572,86.6,4.2,4.4
8600000US01827,1827,ZCTA5 01827,1535,1775,93.3,0,4.2
8600000US01830,1830,ZCTA5 01830,12651,13231,83.9,2.4,1.2
8600000US01832,1832,ZCTA5 01832,11180,12125,81,2.8,1.6
8600000US01833,1833,ZCTA5 01833,4182,4332,95.2,1.1,0.9
8600000US01834,1834,ZCTA5 01834,3455,3226,98,0.7,1
8600000US01835,1835,ZCTA5 01835,5949,7204,88,2.6,2.9
8600000US01840,1840,ZCTA5 01840,2450,3074,44.7,8.1,0.3
